day_of_week,season,total_workers,cutting_workers,sewing_workers,finishing_workers,absent_workers,,,overtime_hours,cutting_output,sewing_output,finishing_output,final_output,daily_target,defect_rate,rework_percentage,machine_utilization,equipment_downtime,cutting_quality,sewing_quality,finishing_quality,workflow_blocked,bottleneck_department,reallocated_workers,diversion_success,productivity_gap,target_achieved,absence_rate
6,peak,78,12,49,17,4,,,4.35,360,961,343,319,217,0.0243,0.0714,0.7983,0,0.9461,0.9317,0.9157,1,Cutting,2,1,102,1,0.048780488
0,peak,73,16,41,16,7,,,4.03,457,700,357,342,275,0.0261,0.0444,0.8654,0,0.9545,0.9003,0.927,1,Finishing,0,0,67,1,0.0875
1,peak,57,10,34,13,6,,,5.5,323,684,332,309,217,0.0245,0.0469,0.8811,0,0.9485,0.8683,0.9667,1,Finishing,3,1,92,1,0.095238095
2,peak,72,14,46,12,6,,,4.21,371,694,270,258,259,0.034,0.0516,0.7879,0,0.9448,0.8605,0.9405,1,Finishing,4,1,-1,0,0.076923077
3,peak,57,12,35,10,5,,,0.21,209,386,207,186,202,0.029,0.106,0.7369,0,0.9616,0.881,0.9749,1,Finishing,0,0,-16,0,0.080645161
4,peak,59,13,35,11,1,,,4.29,387,744,255,227,241,0.0371,0.1112,0.8792,0,0.9486,0.96,0.9481,1,Finishing,0,0,-14,0,0.016666667
5,peak,53,12,33,8,3,,,5.41,357,650,176,169,142,0.0311,0.0487,0.8029,0,0.9575,0.8968,0.9158,1,Finishing,4,1,27,1,0.053571429
6,peak,75,16,42,17,7,,,2.65,425,653,456,402,193,0.014,0.0552,0.9207,0,0.929,0.8554,0.9612,1,Finishing,3,1,209,1,0.085365854
0,peak,52,8,35,9,12,,,0.27,166,526,199,145,190,0.0389,0.1099,0.8214,0,0.9434,0.8754,0.9584,1,Cutting,4,1,-45,0,0.1875
1,peak,74,12,49,13,6,,,0,236,728,256,222,282,0.0398,0.0566,0.7379,0,0.9675,0.9447,0.9326,1,Cutting,4,1,-60,0,0.075
2,peak,58,9,40,9,2,,,2.16,230,784,229,213,216,0.0297,0.071,0.9279,0,0.9315,0.8823,0.9546,1,Finishing,0,0,-3,0,0.033333333
3,peak,55,11,32,12,5,,,1.05,290,479,277,270,186,0.0195,0.0273,0.9108,0,0.9262,0.8533,0.9212,1,Cutting,3,1,84,1,0.083333333
4,peak,70,16,38,16,5,,,4.97,484,854,390,372,241,0.0245,0.05,0.8725,0,0.9224,0.9332,0.9105,1,Finishing,4,1,131,1,0.066666667
5,off-peak,57,12,36,9,4,,,0.57,244,476,191,182,104,0.0159,0.0502,0.8303,0,0.9277,0.9002,0.907,1,Finishing,0,0,78,1,0.06557377
6,off-peak,53,13,30,10,7,,,3.24,333,461,224,209,94,0.0155,0.0747,0.7984,0,0.9677,0.9145,0.9043,1,Finishing,5,1,115,1,0.116666667
0,off-peak,65,12,42,11,11,,,2.28,329,817,291,277,199,0.0236,0.0543,0.9418,0,0.9453,0.9065,0.9379,1,Finishing,3,1,78,1,0.144736842
1,off-peak,57,12,37,8,7,,,2.07,342,737,195,180,144,0.0241,0.0792,0.9321,0,0.9888,0.909,0.9509,1,Finishing,0,0,36,1,0.109375
2,off-peak,49,11,29,9,7,,,2.5,283,521,204,192,127,0.0213,0.0624,0.8723,0,0.9331,0.9557,0.9592,1,Finishing,0,0,65,1,0.125
3,off-peak,51,11,31,9,9,,,2.45,261,630,200,194,130,0.0216,0.0307,0.8238,0,0.9576,0.9581,0.975,1,Finishing,0,0,64,1,0.15
4,off-peak,74,14,49,11,7,,,0,303,777,277,263,199,0.0212,0.0575,0.9072,0,0.9612,0.8632,0.9292,1,Finishing,5,1,64,1,0.086419753
5,off-peak,61,13,35,13,5,,,1.62,309,600,290,264,126,0.0144,0.0907,0.8815,0,0.9341,0.9273,0.9019,1,Finishing,0,0,138,1,0.075757576
6,off-peak,61,10,40,11,7,,,0.65,195,623,240,175,138,0.0227,0.0836,0.8198,0,0.9266,0.9294,0.9335,1,Cutting,0,0,37,1,0.102941176
0,off-peak,68,10,48,10,9,,,2.59,243,814,217,212,165,0.0252,0.0298,0.8025,0,0.9424,0.8835,0.9305,1,Finishing,2,1,47,1,0.116883117
1,off-peak,57,10,35,12,8,,,0.07,227,592,272,219,150,0.0179,0.033,0.9056,0,0.9707,0.8667,0.9111,1,Cutting,0,0,69,1,0.123076923
2,off-peak,61,14,34,13,6,,,0.2,282,465,279,255,179,0.0205,0.0866,0.8344,0,0.9233,0.962,0.9154,1,Finishing,0,0,76,1,0.089552239
3,off-peak,77,15,47,15,6,,,0,271,733,297,255,228,0.0254,0.0543,0.7865,0,0.9467,0.9456,0.9152,1,Cutting,0,0,27,1,0.072289157
4,off-peak,75,16,47,12,5,,,1.81,353,685,253,241,229,0.0325,0.0538,0.7971,0,0.9219,0.9675,0.9018,1,Finishing,2,1,12,1,0.0625
5,off-peak,60,13,38,9,4,,,1.69,330,703,240,219,138,0.0196,0.0947,0.925,0,0.9529,0.8812,0.9851,1,Finishing,2,1,81,1,0.0625
6,off-peak,61,10,37,14,4,,,0.92,227,492,287,194,109,0.019,0.1152,0.8043,0,0.9489,0.9642,0.9386,1,Cutting,5,1,85,1,0.061538462
0,off-peak,72,11,46,15,10,,,0,249,796,351,239,181,0.0236,0.0287,0.8755,0,0.9868,0.9442,0.9625,1,Cutting,4,1,58,1,0.12195122
1,off-peak,62,14,37,11,6,,,4.34,435,700,265,252,154,0.0197,0.0507,0.9069,0,0.9649,0.8843,0.9502,1,Finishing,0,0,98,1,0.088235294
2,off-peak,61,15,35,11,5,,,1.11,364,614,293,277,147,0.0158,0.0623,0.9378,0,0.9515,0.8678,0.9602,1,Finishing,4,1,130,1,0.075757576
3,off-peak,69,12,41,16,9,,,1.74,339,803,397,318,201,0.0218,0.0548,0.9494,0,0.9224,0.9594,0.9212,1,Cutting,2,1,117,1,0.115384615
4,off-peak,64,9,41,14,5,,,2.82,212,530,253,200,186,0.0313,0.0496,0.686,0.84,0.9877,0.8901,0.9327,1,Cutting,4,1,14,1,0.072463768
5,off-peak,55,9,35,11,4,,,2.29,199,492,230,187,134,0.0258,0.0552,0.7489,0,0.9265,0.9727,0.9669,1,Cutting,2,1,53,1,0.06779661
6,off-peak,64,11,38,15,10,,,2.57,264,558,283,254,141,0.0192,0.0383,0.7172,0,0.9814,0.9248,0.9581,1,Cutting,2,1,113,1,0.135135135
0,off-peak,70,10,50,10,10,,,2.97,256,957,211,197,177,0.0303,0.0703,0.8299,0,0.9377,0.9798,0.924,1,Finishing,0,0,20,1,0.125
1,off-peak,66,14,37,15,5,,,2.89,381,698,389,360,185,0.0169,0.0601,0.8987,0,0.9378,0.9032,0.9776,1,Finishing,5,1,175,1,0.070422535
2,off-peak,79,12,55,12,4,,,2.3,309,1055,302,277,230,0.0291,0.0902,0.8634,0,0.9778,0.9656,0.9522,1,Finishing,5,1,47,1,0.048192771
3,off-peak,61,12,36,13,6,,,0.71,309,667,322,274,172,0.0189,0.11,0.9451,0,0.928,0.8685,0.9436,1,Cutting,2,1,102,1,0.089552239
4,off-peak,67,14,39,14,4,,,0,297,604,346,287,168,0.0153,0.0292,0.8825,0,0.9461,0.8696,0.988,1,Cutting,0,0,119,1,0.056338028
5,off-peak,57,9,37,11,9,,,2.87,246,726,270,223,125,0.017,0.0853,0.9319,0,0.9471,0.8828,0.9467,1,Cutting,0,0,98,1,0.136363636
6,off-peak,72,17,38,17,8,,,0.38,305,515,321,296,152,0.014,0.031,0.7423,0,0.9252,0.8892,0.9033,1,Cutting,0,0,144,1,0.1
0,off-peak,53,12,31,10,11,,,0.46,229,514,223,216,130,0.0195,0.0367,0.7694,0,0.9623,0.9788,0.9493,1,Finishing,3,1,86,1,0.171875
1,off-peak,56,9,35,12,16,,,0.85,204,474,235,196,170,0.0266,0.0361,0.7508,0,0.9828,0.8912,0.9294,1,Cutting,3,1,26,1,0.222222222
2,off-peak,77,12,50,15,7,,,2.36,348,926,333,314,220,0.0216,0.059,0.8869,0,0.9659,0.8724,0.9098,1,Cutting,4,1,94,1,0.083333333
3,off-peak,62,14,36,12,5,,,1.95,383,787,318,312,154,0.017,0.0207,0.9426,0,0.9765,0.971,0.9502,1,Finishing,2,1,158,1,0.074626866
4,off-peak,59,14,35,10,3,,,1.43,298,423,228,222,168,0.0225,0.0303,0.7836,0,0.9819,0.8595,0.9747,1,Finishing,2,1,54,1,0.048387097
5,off-peak,64,12,41,11,3,,,2.9,285,729,226,201,134,0.0204,0.1128,0.7958,0,0.9494,0.8896,0.9084,1,Finishing,0,0,67,1,0.044776119
6,off-peak,65,14,36,15,4,,,2.07,388,764,412,373,148,0.0128,0.0398,0.9379,0,0.9791,0.9579,0.9877,1,Finishing,4,1,225,1,0.057971014
0,off-peak,53,12,31,10,10,,,1.74,266,559,209,198,162,0.0255,0.053,0.8127,0,0.9566,0.9558,0.9431,1,Finishing,0,0,36,1,0.158730159
1,off-peak,53,12,30,11,5,,,0.83,270,504,256,232,129,0.0162,0.0939,0.8973,0,0.9321,0.9317,0.9161,1,Finishing,0,0,103,1,0.086206897
2,off-peak,55,11,36,8,4,,,0.7,263,691,205,189,138,0.0214,0.0793,0.9472,0,0.931,0.9433,0.9479,1,Finishing,0,0,51,1,0.06779661
3,off-peak,54,10,35,9,5,,,0.54,209,546,211,187,172,0.0271,0.1133,0.8166,0,0.9828,0.8913,0.952,1,Finishing,2,1,15,1,0.084745763
4,off-peak,75,15,48,12,1,,,2.1,329,850,238,227,192,0.0274,0.0474,0.7752,0,0.9249,0.9786,0.9226,1,Finishing,0,0,35,1,0.013157895
5,off-peak,56,11,32,13,5,,,1.1,245,414,249,216,134,0.0189,0.1182,0.7447,0,0.956,0.8654,0.9252,1,Cutting,2,1,82,1,0.081967213
6,off-peak,78,12,52,14,5,,,1.11,158,432,178,141,170,0.0375,0.1002,0.4737,3.16,0.9473,0.884,0.9476,1,Cutting,3,1,-29,0,0.060240964
0,off-peak,48,7,32,9,8,,,2.89,209,455,198,187,148,0.0244,0.0572,0.8371,0,0.9589,0.8598,0.9411,1,Cutting,3,1,39,1,0.142857143
1,off-peak,66,11,41,14,3,,,2.98,283,795,342,263,203,0.0246,0.0585,0.8748,0,0.9333,0.9241,0.9841,1,Cutting,0,0,60,1,0.043478261
2,off-peak,65,11,39,15,5,,,1.03,219,536,287,198,158,0.0215,0.0747,0.7248,0,0.987,0.8562,0.9361,1,Cutting,0,0,40,1,0.071428571
3,off-peak,56,8,36,12,2,,,0.33,201,553,285,191,169,0.029,0.0375,0.9392,0,0.986,0.9727,0.9039,1,Cutting,3,1,22,1,0.034482759
4,off-peak,75,15,45,15,4,,,0.07,355,725,381,319,207,0.0187,0.0958,0.9157,0,0.9659,0.863,0.9779,1,Cutting,2,1,112,1,0.050632911
5,off-peak,55,10,32,13,7,,,1.78,251,503,292,231,118,0.0171,0.0685,0.818,0,0.9266,0.9283,0.977,1,Cutting,4,1,113,1,0.112903226
6,off-peak,56,11,35,10,6,,,2.07,264,538,241,237,94,0.0127,0.0208,0.8345,0,0.94,0.896,0.9552,1,Finishing,5,1,143,1,0.096774194
0,off-peak,52,8,36,8,10,,,2.59,208,643,193,174,127,0.022,0.1031,0.8541,0,0.9697,0.8901,0.9768,1,Finishing,0,0,47,1,0.161290323
1,off-peak,60,11,36,13,5,,,0,246,599,282,237,149,0.0198,0.0336,0.8567,0,0.9491,0.9544,0.9266,1,Cutting,2,1,88,1,0.076923077
2,off-peak,51,12,28,11,7,,,1.89,284,435,253,244,159,0.0204,0.0396,0.8034,0,0.9653,0.8835,0.9391,1,Finishing,3,1,85,1,0.120689655
3,off-peak,77,17,49,11,7,,,1.53,294,675,200,185,229,0.0359,0.0766,0.6443,0.66,0.9581,0.8992,0.9733,1,Finishing,0,0,-44,0,0.083333333
4,off-peak,62,11,40,11,1,,,2.47,296,839,280,255,151,0.0207,0.0996,0.9029,0,0.9651,0.9536,0.9171,1,Finishing,3,1,104,1,0.015873016
5,off-peak,54,8,38,8,4,,,2.34,163,588,165,153,97,0.0205,0.0686,0.7223,0,0.9473,0.9024,0.9446,1,Finishing,4,1,56,1,0.068965517
6,off-peak,71,15,40,16,10,,,3.04,332,707,328,305,126,0.014,0.0757,0.7435,0,0.9252,0.9055,0.9198,1,Finishing,4,1,179,1,0.12345679
0,off-peak,55,12,34,9,7,,,3.2,268,483,170,167,151,0.0319,0.0227,0.7016,0,0.9502,0.941,0.9106,1,Finishing,4,1,16,1,0.112903226
1,off-peak,73,14,44,15,10,,,1.14,262,604,269,243,204,0.0259,0.0728,0.7229,0,0.9667,0.9711,0.904,1,Cutting,0,0,39,1,0.120481928
2,off-peak,61,9,39,13,8,,,0,196,550,275,179,150,0.0269,0.0654,0.7979,0,0.9524,0.9698,0.9324,1,Cutting,4,1,29,1,0.115942029
3,off-peak,68,12,44,12,5,,,0.52,303,700,283,274,184,0.0186,0.0322,0.9115,0,0.9832,0.879,0.9053,1,Cutting,3,1,90,1,0.068493151
4,peak,77,16,43,18,6,,,2.95,411,665,415,388,292,0.024,0.0604,0.8291,0,0.943,0.8647,0.9309,1,Finishing,3,1,96,1,0.072289157
5,peak,53,8,36,9,5,,,5.48,203,586,180,177,121,0.0266,0.023,0.7003,0,0.9277,0.9415,0.9614,1,Finishing,2,1,56,1,0.086206897
6,peak,58,10,36,12,12,,,4.75,323,704,312,305,157,0.0195,0.0276,0.9494,0,0.9356,0.9411,0.9025,1,Finishing,2,1,148,1,0.171428571
0,peak,57,12,34,11,10,,,0.29,267,533,261,241,228,0.0285,0.0793,0.836,0,0.9238,0.9165,0.9868,1,Cutting,3,1,13,1,0.149253731
1,peak,63,12,39,12,7,,,0.24,259,526,245,238,217,0.0266,0.0318,0.7671,0.96,0.9683,0.9244,0.962,1,Cutting,4,1,21,1,0.1
2,peak,72,11,47,14,8,,,2.74,277,725,276,254,267,0.0347,0.0798,0.7873,0,0.9725,0.9676,0.919,1,Finishing,0,0,-13,0,0.1
3,peak,52,12,28,12,3,,,7.66,355,490,219,212,213,0.0365,0.0341,0.7058,0,0.9321,0.8762,0.9149,1,Finishing,0,0,-1,0,0.054545455
4,peak,69,15,43,11,5,,,1.1,328,657,263,253,273,0.0352,0.0439,0.8457,0,0.9443,0.9521,0.9601,1,Finishing,5,1,-20,0,0.067567568
5,peak,67,16,40,11,3,,,0.55,336,650,245,237,154,0.0176,0.0367,0.8291,0,0.9556,0.8794,0.963,1,Finishing,0,0,83,1,0.042857143
6,peak,75,12,45,18,8,,,6.92,365,887,362,327,199,0.0234,0.1044,0.7237,0,0.9776,0.8778,0.9023,1,Finishing,2,1,128,1,0.096385542
0,peak,77,15,45,17,7,,,7.5,470,883,327,317,278,0.0345,0.0315,0.7323,0,0.9605,0.953,0.948,1,Finishing,0,0,39,1,0.083333333
1,peak,57,12,32,13,4,,,2.7,280,540,267,255,202,0.0258,0.0505,0.7325,0,0.9853,0.8839,0.9287,1,Finishing,2,1,53,1,0.06557377
2,peak,65,10,43,12,4,,,4.13,273,694,276,254,252,0.0338,0.0778,0.8458,0,0.938,0.8796,0.9008,1,Finishing,3,1,2,1,0.057971014
3,peak,67,11,45,11,7,,,0.64,244,676,248,235,235,0.0309,0.0369,0.8174,0,0.9426,0.9036,0.9639,1,Cutting,5,1,0,1,0.094594595
4,peak,63,12,42,9,1,,,2.9,264,580,167,162,238,0.0447,0.0311,0.715,0,0.9678,0.8862,0.905,1,Finishing,0,0,-76,0,0.015625
5,peak,58,9,36,13,4,,,3.16,231,486,233,206,136,0.0228,0.1078,0.7144,0,0.9546,0.891,0.9004,1,Cutting,5,1,70,1,0.064516129
6,peak,76,17,44,15,2,,,1.66,428,833,371,335,200,0.0173,0.097,0.9169,0,0.9243,0.8897,0.9819,1,Finishing,0,0,135,1,0.025641026
0,peak,59,9,37,13,8,,,6.84,246,700,237,224,225,0.0392,0.0623,0.6658,0.87,0.9777,0.8962,0.9305,1,Finishing,3,1,-1,0,0.119402985
1,peak,67,16,37,14,5,,,0,269,381,285,242,256,0.0288,0.1024,0.7202,0,0.9654,0.8886,0.913,1,Finishing,5,1,-14,0,0.069444444
2,peak,61,10,37,14,7,,,1.64,192,522,258,169,254,0.0495,0.0898,0.6646,0.74,0.9328,0.9125,0.978,1,Cutting,3,1,-85,0,0.102941176
3,peak,53,8,36,9,6,,,4.76,267,860,237,218,191,0.0331,0.0868,0.9443,0,0.9431,0.9377,0.9155,1,Finishing,5,1,27,1,0.101694915
4,peak,68,10,46,12,5,,,3.76,253,710,251,234,256,0.0391,0.0771,0.7538,0,0.9522,0.9249,0.9293,1,Finishing,2,1,-22,0,0.068493151
5,peak,71,12,43,16,7,,,1.81,253,681,313,235,211,0.0259,0.0588,0.7372,0,0.9665,0.8819,0.9411,1,Cutting,0,0,24,1,0.08974359
6,peak,60,14,37,9,6,,,0.36,304,576,216,209,165,0.0251,0.0371,0.8679,0,0.9652,0.9622,0.9197,1,Finishing,4,1,44,1,0.090909091
0,peak,49,9,29,11,12,,,4.68,293,602,249,221,183,0.0263,0.1126,0.8896,0,0.9727,0.8578,0.929,1,Finishing,0,0,38,1,0.196721311
1,peak,70,10,46,14,6,,,2.12,195,769,278,179,284,0.0505,0.0591,0.722,0,0.9409,0.959,0.9705,1,Cutting,0,0,-105,0,0.078947368
2,peak,56,11,35,10,5,,,1.12,234,591,218,210,217,0.0305,0.041,0.8234,0,0.9247,0.9331,0.9388,1,Finishing,0,0,-7,0,0.081967213
3,peak,73,16,41,16,5,,,6.59,476,783,358,321,260,0.0308,0.1144,0.7594,0,0.9523,0.8753,0.9822,1,Finishing,4,1,61,1,0.064102564
4,peak,57,11,38,8,4,,,2.79,282,694,169,150,206,0.0436,0.1179,0.8711,0,0.9341,0.9292,0.9082,1,Finishing,0,0,-56,0,0.06557377
5,peak,63,13,40,10,3,,,8.28,414,767,212,194,171,0.0352,0.092,0.7603,0,0.9286,0.8685,0.9468,1,Finishing,5,1,23,1,0.045454545
6,peak,58,10,38,10,6,,,4.65,288,773,224,208,154,0.0283,0.0814,0.8457,0,0.9523,0.953,0.9145,1,Finishing,3,1,54,1,0.09375
0,peak,65,10,43,12,8,,,0.72,225,584,237,218,259,0.0346,0.0337,0.7718,0,0.9689,0.8506,0.9086,1,Cutting,2,1,-41,0,0.109589041
1,peak,50,7,33,10,5,,,8.43,277,887,253,226,174,0.0329,0.1184,0.9099,0,0.9304,0.9209,0.9314,1,Finishing,4,1,52,1,0.090909091
2,peak,65,13,39,13,3,,,4.6,360,715,300,277,244,0.0337,0.0854,0.7839,0,0.986,0.9546,0.9842,1,Finishing,4,1,33,1,0.044117647
3,peak,53,10,33,10,5,,,4.19,316,699,263,247,202,0.0303,0.067,0.9364,0,0.9584,0.9413,0.9168,1,Finishing,4,1,45,1,0.086206897
4,peak,54,9,34,11,4,,,7.07,321,622,251,238,201,0.0292,0.0518,0.8676,0,0.9892,0.8521,0.937,1,Finishing,0,0,37,1,0.068965517
5,peak,58,12,35,11,5,,,2.24,247,442,208,203,168,0.0237,0.0263,0.7191,0,0.972,0.86,0.9346,1,Finishing,0,0,35,1,0.079365079
6,peak,58,12,35,11,7,,,0.46,241,504,206,190,159,0.0229,0.0791,0.7638,0,0.9705,0.8927,0.9122,1,Finishing,0,0,31,1,0.107692308
0,peak,58,11,35,12,9,,,5.7,329,723,285,256,234,0.0376,0.1134,0.8248,0,0.9414,0.9785,0.979,1,Finishing,5,1,22,1,0.134328358
1,peak,70,13,41,16,5,,,7.87,528,1156,449,419,264,0.0265,0.0727,0.9484,0,0.974,0.9252,0.9841,1,Finishing,5,1,155,1,0.066666667
2,peak,59,9,37,13,5,,,5.57,259,636,277,239,235,0.035,0.0724,0.7792,0,0.965,0.929,0.9526,1,Cutting,0,0,4,1,0.078125
3,peak,53,11,32,10,2,,,1.64,275,564,275,265,177,0.0212,0.0402,0.9329,0,0.936,0.9046,0.9864,1,Finishing,4,1,88,1,0.036363636
4,peak,66,13,41,12,4,,,3.65,343,778,270,254,231,0.0323,0.0662,0.82,0,0.9713,0.9237,0.9184,1,Finishing,3,1,23,1,0.057142857
5,peak,60,14,34,12,1,,,6.81,409,590,270,261,182,0.0273,0.0369,0.76,0,0.9227,0.8993,0.9549,1,Finishing,4,1,79,1,0.016393443
6,peak,68,12,43,13,3,,,6.81,414,1075,328,296,183,0.0248,0.1055,0.8674,0,0.9304,0.9146,0.9412,1,Finishing,5,1,113,1,0.042253521
0,peak,51,8,33,10,8,,,1.61,215,497,237,210,203,0.031,0.0252,0.8982,0,0.9773,0.9002,0.9232,1,Cutting,2,1,7,1,0.13559322
1,peak,73,11,48,14,5,,,4.61,324,1002,298,266,298,0.0365,0.1099,0.8381,0,0.9423,0.882,0.9137,1,Finishing,0,0,-32,0,0.064102564
2,peak,73,14,42,17,4,,,2.86,343,655,328,307,261,0.0285,0.0644,0.7674,0,0.9283,0.9276,0.908,1,Cutting,5,1,46,1,0.051948052
3,peak,72,16,44,12,7,,,2.76,429,897,302,278,269,0.033,0.0886,0.906,0,0.9277,0.9213,0.9481,1,Finishing,4,1,9,1,0.088607595
4,peak,64,11,38,15,2,,,2.76,305,634,378,267,266,0.0303,0.1013,0.9298,0,0.9428,0.892,0.9508,1,Cutting,0,0,1,1,0.03030303
5,peak,59,9,41,9,6,,,2.2,203,696,205,189,177,0.0319,0.0743,0.8297,0,0.9209,0.9515,0.9178,1,Finishing,3,1,12,1,0.092307692
6,peak,57,10,33,14,4,,,4.62,346,764,327,321,170,0.0189,0.0202,0.8812,0,0.9739,0.9312,0.9622,1,Cutting,3,1,151,1,0.06557377
0,peak,61,15,36,10,8,,,6.8,460,761,224,213,236,0.042,0.0562,0.7848,0,0.9269,0.8732,0.9329,1,Finishing,3,1,-23,0,0.115942029
1,peak,70,12,47,11,8,,,0,243,619,243,226,253,0.0321,0.0702,0.8096,0,0.932,0.8618,0.964,1,Cutting,3,1,-27,0,0.102564103
2,peak,60,13,37,10,8,,,0.57,256,481,221,205,237,0.0337,0.0783,0.7937,0,0.9298,0.8715,0.9212,1,Finishing,2,1,-32,0,0.117647059
3,peak,64,9,45,10,8,,,3.66,269,902,255,233,253,0.036,0.0888,0.9287,0,0.9269,0.9348,0.9844,1,Finishing,0,0,-20,0,0.111111111
4,peak,63,14,34,15,4,,,1.45,341,563,351,315,242,0.0239,0.0807,0.846,0,0.9867,0.9165,0.9126,1,Finishing,3,1,73,1,0.059701493
5,peak,66,11,45,10,6,,,6.79,364,983,231,209,193,0.0383,0.1034,0.8014,0,0.9706,0.9478,0.9651,1,Finishing,4,1,16,1,0.083333333
6,peak,55,10,36,9,5,,,1.05,230,659,218,203,166,0.0241,0.0743,0.9177,0,0.9346,0.8593,0.9095,1,Finishing,2,1,37,1,0.083333333
0,peak,46,11,28,7,11,,,5.25,334,535,165,156,168,0.0418,0.0607,0.8565,0,0.9322,0.9453,0.9274,1,Finishing,2,1,-12,0,0.192982456
1,peak,70,10,45,15,10,,,3.8,284,688,317,255,289,0.0414,0.0922,0.7856,0,0.9878,0.9222,0.984,1,Cutting,5,1,-34,0,0.125
2,peak,73,18,44,11,10,,,5.14,479,835,221,209,276,0.0471,0.0586,0.7404,0,0.9338,0.8736,0.9079,1,Finishing,2,1,-67,0,0.120481928
3,peak,53,11,31,11,7,,,0.53,209,405,201,187,217,0.0341,0.0737,0.7058,0,0.9802,0.899,0.9297,1,Cutting,3,1,-30,0,0.116666667
4,peak,55,13,31,11,6,,,0,288,566,297,260,194,0.0216,0.103,0.9483,0,0.9505,0.9182,0.9626,1,Finishing,3,1,66,1,0.098360656
5,peak,51,11,32,8,7,,,8.32,385,724,192,175,140,0.0347,0.0996,0.7947,0,0.9757,0.9396,0.9872,1,Finishing,3,1,35,1,0.120689655
6,peak,67,10,43,14,3,,,0,181,519,268,164,188,0.0331,0.0663,0.7495,0,0.9277,0.9615,0.9097,1,Cutting,0,0,-24,0,0.042857143
0,peak,59,12,35,12,10,,,1.63,249,502,230,215,238,0.0347,0.0664,0.73,0,0.9213,0.9527,0.9172,1,Cutting,3,1,-23,0,0.144927536
1,peak,49,9,29,11,6,,,1.87,217,493,234,203,192,0.0306,0.0641,0.7906,0,0.9739,0.8947,0.9387,1,Cutting,2,1,11,1,0.109090909
2,peak,70,11,48,11,10,,,5.01,371,1142,286,272,249,0.035,0.0538,0.9424,0,0.9774,0.9408,0.9176,1,Finishing,3,1,23,1,0.125
3,peak,66,16,37,13,6,,,3.32,363,647,268,258,248,0.0333,0.0417,0.7098,0,0.9833,0.9173,0.9583,1,Finishing,4,1,10,1,0.083333333
4,peak,79,16,47,16,5,,,2.81,413,824,388,367,291,0.0238,0.0562,0.8911,0,0.9261,0.8758,0.9665,1,Finishing,0,0,76,1,0.05952381
5,peak,52,11,31,10,3,,,4.26,286,555,207,203,140,0.0217,0.0217,0.7568,0,0.9722,0.8652,0.9831,1,Finishing,0,0,63,1,0.054545455
6,peak,62,10,39,13,4,,,7.95,400,814,326,320,181,0.0224,0.0231,0.9383,0,0.9564,0.8737,0.9097,1,Finishing,4,1,139,1,0.060606061
0,peak,69,12,47,10,8,,,1.91,304,718,219,206,279,0.0392,0.061,0.8549,0,0.9795,0.8802,0.9432,1,Finishing,0,0,-73,0,0.103896104
1,peak,56,11,36,9,5,,,6.25,317,535,161,155,236,0.0513,0.0379,0.7187,0.79,0.9829,0.8553,0.9039,1,Finishing,0,0,-81,0,0.081967213
2,peak,63,12,36,15,3,,,1.68,338,678,335,314,252,0.0268,0.0629,0.8847,0,0.9701,0.9396,0.9249,1,Cutting,4,1,62,1,0.045454545
3,peak,63,10,43,10,7,,,0.22,223,719,236,211,243,0.0317,0.054,0.8875,0,0.9834,0.9069,0.9324,1,Cutting,0,0,-32,0,0.1
4,peak,75,16,45,14,7,,,2.27,376,731,328,296,278,0.0273,0.0992,0.8467,0,0.9287,0.8694,0.9695,1,Finishing,0,0,18,1,0.085365854
5,peak,73,16,45,12,8,,,1.07,348,839,276,250,213,0.0251,0.0953,0.8506,0,0.942,0.9329,0.9429,1,Finishing,0,0,37,1,0.098765432
6,peak,62,15,33,14,7,,,6.88,506,747,322,314,154,0.0184,0.0263,0.8607,0,0.9477,0.9289,0.9497,1,Finishing,0,0,160,1,0.101449275
0,peak,72,11,50,11,9,,,0.9,261,914,245,233,277,0.0363,0.0498,0.8472,0,0.9557,0.9455,0.9277,1,Cutting,3,1,-44,0,0.111111111
1,peak,68,11,42,15,11,,,1.06,222,582,307,203,266,0.0369,0.0623,0.7868,0,0.9296,0.8905,0.9462,1,Cutting,0,0,-63,0,0.139240506
2,peak,69,12,43,14,6,,,2.6,320,630,297,262,275,0.0336,0.1182,0.782,0.5,0.9586,0.9222,0.965,1,Cutting,2,1,-13,0,0.08
3,peak,59,9,37,13,7,,,8.71,297,669,271,257,220,0.0341,0.0561,0.7179,0,0.9565,0.8525,0.9656,1,Finishing,4,1,37,1,0.106060606
4,peak,51,10,30,11,4,,,3.4,257,512,257,240,211,0.0291,0.074,0.8042,0,0.9558,0.8675,0.9453,1,Finishing,4,1,29,1,0.072727273
5,peak,53,11,32,10,6,,,0.9,242,500,241,223,155,0.0209,0.0845,0.8396,0,0.9551,0.8846,0.9368,1,Finishing,2,1,68,1,0.101694915
6,peak,58,13,36,9,7,,,1.53,302,544,214,208,155,0.0239,0.0308,0.8474,0,0.9535,0.9206,0.9007,1,Finishing,3,1,53,1,0.107692308
0,peak,68,12,41,15,9,,,2.48,316,735,337,286,268,0.0277,0.0894,0.8823,0,0.9458,0.8774,0.9124,1,Cutting,0,0,18,1,0.116883117
1,peak,63,13,41,9,8,,,0,232,535,176,169,249,0.0383,0.0449,0.7601,0,0.9786,0.8658,0.932,1,Finishing,0,0,-80,0,0.112676056
