total_workers,cutting_workers,sewing_workers,finishing_workers,absent_workers,cutting_output,sewing_output,finishing_output,final_output,daily_target,workflow_blocked,bottleneck_department,reallocated_workers,diversion_success,targeted_productivity_gain,target_achieved
172,41,83,48,27,1765,2813,1376,1376,1377,0,finishing,0,0,-1,0
122,47,44,31,27,1685,1390,802,802,820,1,finishing,6,1,8,0
103,32,43,28,9,1216,1340,1014,1014,1222,1,finishing,6,1,11,0
140,62,51,27,19,2336,2058,736,736,886,0,finishing,0,0,1,0
116,27,73,16,14,1203,3079,397,397,360,0,finishing,0,0,-3,1
158,33,73,52,7,1257,2551,2184,1257,1350,1,cutting,0,0,1,0
199,67,70,62,20,2716,2253,1756,1756,1770,1,finishing,1,0,6,0
191,46,76,69,6,1933,3495,2893,1933,2006,1,cutting,2,1,16,0
177,76,85,16,17,3471,3631,337,337,365,0,finishing,0,0,2,0
130,29,42,59,30,1070,1010,2101,1010,1194,1,sewing,3,1,9,0
185,79,44,62,42,2797,1203,1582,1203,1100,0,sewing,0,0,-2,1
185,45,72,68,16,1914,2235,1944,1914,1743,0,cutting,0,0,5,1
159,75,43,41,2,3416,1921,1674,1674,1444,0,finishing,0,0,-1,1
150,77,53,20,26,3680,1494,482,482,588,1,finishing,0,0,3,0
130,71,25,34,30,2852,559,798,559,558,0,sewing,0,0,3,1
144,62,37,45,31,2666,1102,1185,1102,955,0,sewing,0,0,-4,1
131,34,35,62,6,1585,1252,2392,1252,1104,0,sewing,0,0,5,1
161,62,63,36,29,2604,2063,1082,1082,1300,1,finishing,11,0,5,0
170,79,29,62,24,3419,857,2458,857,799,0,sewing,0,0,6,1
120,35,45,40,10,1259,1669,1586,1259,1212,0,cutting,0,0,3,1
155,45,82,28,29,1774,2873,635,635,603,0,finishing,0,0,-1,1
120,41,48,31,10,1922,1796,1070,1070,1266,1,finishing,2,1,17,0
138,61,28,49,8,2320,1191,1995,1191,1122,0,sewing,0,0,-4,1
178,75,69,34,28,2999,2723,812,812,934,1,finishing,9,0,4,0
88,34,27,27,11,1451,1033,922,922,897,0,finishing,0,0,2,1
156,43,54,59,33,1411,1448,2010,1411,1465,1,cutting,12,0,3,0
129,47,50,32,3,2417,2316,1102,1102,1371,1,finishing,3,1,13,0
85,20,34,31,17,757,996,1066,757,738,0,cutting,0,0,6,1
112,46,42,24,15,2129,1609,842,842,924,1,finishing,7,1,11,0
161,73,69,19,14,3604,2385,650,650,615,0,finishing,0,0,4,1
123,29,51,43,4,1327,2232,1266,1266,1127,0,finishing,0,0,-5,1
183,69,85,29,42,2604,3049,648,648,636,0,finishing,0,0,6,1
178,78,68,32,2,3380,3160,1014,1014,1031,1,finishing,8,1,11,0
111,53,38,20,23,2229,1186,496,496,586,1,finishing,7,0,-5,0
203,75,60,68,46,3088,1866,2178,1866,1747,0,sewing,0,0,-2,1
92,42,35,15,3,2015,1387,581,581,526,0,finishing,0,0,-2,1
163,26,87,50,38,845,2748,1473,845,951,1,cutting,11,1,7,0
120,27,55,38,18,1090,2192,1198,1090,1122,1,cutting,8,1,20,0
165,22,76,67,40,581,2322,2399,581,507,0,cutting,0,0,4,1
168,80,67,21,18,3867,2668,654,654,719,1,finishing,4,0,6,0
133,23,66,44,16,926,2138,1535,926,1092,1,cutting,3,1,6,0
165,41,70,54,34,1595,2513,1470,1470,1573,1,finishing,6,1,9,0
168,68,73,27,16,3198,2692,806,806,805,0,finishing,0,0,-4,0
112,30,66,16,3,1219,2492,601,601,597,0,finishing,0,0,2,1
141,54,47,40,4,2161,1622,1519,1519,1717,1,finishing,9,1,8,0
173,78,74,21,18,3447,3140,557,557,533,0,finishing,0,0,-3,1
156,55,44,57,17,1956,1374,2102,1374,1324,0,sewing,0,0,1,1
137,61,52,24,0,2571,2470,1028,1028,1033,1,finishing,4,1,20,1
188,57,76,55,36,2421,2862,1854,1854,2310,1,finishing,6,1,11,0
129,40,70,19,8,1615,3054,689,689,803,0,finishing,0,0,6,0
186,52,85,49,20,1854,3463,1436,1436,1473,1,finishing,4,1,5,0
176,49,81,46,37,1764,3077,1139,1139,1155,0,finishing,0,0,-1,0
112,50,43,19,21,1933,1610,443,443,428,0,finishing,0,0,-6,1
194,65,87,42,45,2629,2403,1042,1042,1158,1,finishing,4,1,20,0
181,80,77,24,34,3724,2617,601,601,637,1,finishing,2,1,20,0
152,46,45,61,12,1783,1696,2400,1696,1481,0,sewing,0,0,4,1
228,79,88,61,7,3326,3002,2127,2127,2524,1,finishing,8,0,-1,0
102,31,37,34,11,1174,1320,1047,1047,925,0,finishing,0,0,-3,1
159,34,69,56,5,1410,2983,2082,1410,1309,0,cutting,0,0,2,1
116,23,72,21,5,836,3345,603,603,536,0,finishing,0,0,6,1
218,77,72,69,4,3904,2601,2673,2601,2284,0,sewing,0,0,-1,1
123,26,44,53,11,1104,1859,2029,1104,1198,1,cutting,1,1,7,0
168,71,64,33,6,3002,2264,1208,1208,1388,1,finishing,6,1,16,0
174,70,82,22,42,2745,2479,354,354,338,0,finishing,0,0,-3,1
163,70,76,17,22,2523,3199,409,409,483,1,finishing,9,0,4,0
178,40,75,63,34,1504,2277,1697,1504,1667,1,cutting,7,0,-6,0
124,51,38,35,30,2047,957,1166,957,1152,1,sewing,1,0,-5,0
142,39,47,56,20,1643,1576,1535,1535,1342,0,finishing,0,0,2,1
165,23,80,62,32,680,2408,1884,680,837,0,cutting,0,0,-4,0
190,77,53,60,20,2809,1621,1787,1621,1574,0,sewing,0,0,0,1
105,33,39,33,0,1671,1686,1443,1443,1420,0,finishing,0,0,0,1
164,72,54,38,25,2549,1547,1044,1044,1280,1,finishing,11,0,4,0
167,67,59,41,0,2936,2347,1401,1401,1699,1,finishing,11,1,5,0
169,64,82,23,42,2573,2239,348,348,331,0,finishing,0,0,-5,1
122,31,66,25,30,1160,2510,651,651,720,1,finishing,5,0,-5,0
115,45,50,20,17,2043,1582,566,566,516,0,finishing,0,0,-5,1
131,34,29,68,24,1136,848,2567,848,788,0,sewing,0,0,1,1
153,67,43,43,38,2828,1125,1201,1125,1354,1,sewing,0,0,-6,0
160,80,44,36,16,3868,1439,1056,1056,1057,1,finishing,2,0,4,1
156,32,67,57,28,958,2209,2089,958,951,0,cutting,0,0,-4,1
112,29,65,18,3,1380,2543,684,684,672,0,finishing,0,0,-1,1
96,43,29,24,3,2045,954,721,721,649,0,finishing,0,0,3,1
143,27,53,63,2,1239,1856,2503,1239,1533,1,cutting,10,1,11,0
204,63,87,54,16,2527,3826,1841,1841,1989,1,finishing,3,0,5,0
136,31,74,31,10,1251,2400,1178,1178,1071,0,finishing,0,0,5,1
170,76,54,40,8,3682,1986,1676,1676,1681,1,finishing,7,1,14,1
139,40,76,23,33,1308,2296,460,460,443,0,finishing,0,0,4,1
185,70,71,44,35,3104,2524,1211,1211,1091,0,finishing,0,0,1,1
142,26,82,34,26,774,2629,1033,774,696,0,cutting,0,0,2,1
138,47,48,43,1,2242,1891,1720,1720,1628,0,finishing,0,0,3,1
169,69,44,56,25,2901,1491,1580,1491,1314,0,sewing,0,0,5,1
150,28,87,35,33,965,3377,1043,965,1029,0,cutting,0,0,-6,0
112,41,36,35,28,1461,1065,1197,1065,914,0,sewing,0,0,3,1
195,78,65,52,28,3170,2324,1511,1511,1394,0,finishing,0,0,-4,1
130,30,78,22,26,965,2796,555,555,659,1,finishing,11,1,18,0
79,26,30,23,12,1026,1016,830,830,870,1,finishing,10,0,-6,0
156,51,69,36,5,2520,2342,1120,1120,1009,0,finishing,0,0,-4,1
132,27,50,55,20,926,1849,2048,926,971,1,cutting,10,1,9,0
127,43,57,27,17,2018,2332,667,667,581,0,finishing,0,0,4,1
130,35,64,31,28,1454,2013,784,784,926,1,finishing,1,0,3,0
81,20,27,34,12,693,892,1110,693,765,1,cutting,9,1,17,0
137,46,68,23,22,1970,2462,634,634,614,0,finishing,0,0,4,1
160,25,65,70,32,859,1750,1947,859,943,1,cutting,0,0,3,0
190,71,55,64,5,3506,1809,1902,1809,2214,1,sewing,0,0,4,0
213,75,83,55,21,3430,2625,1559,1559,1699,1,finishing,0,0,-5,0
116,65,36,15,13,3043,1155,368,368,328,0,finishing,0,0,2,1
184,32,85,67,12,1389,3274,2598,1389,1428,1,cutting,8,0,-6,0
99,25,47,27,8,920,1829,1114,920,1095,0,cutting,0,0,-4,0
203,74,66,63,14,2859,2573,2294,2294,2318,1,finishing,6,1,20,0
110,20,57,33,24,563,1638,972,563,597,1,cutting,11,1,18,0
91,20,36,35,18,780,1310,1214,780,816,1,cutting,6,1,19,0
165,43,88,34,31,1525,3599,821,821,799,0,finishing,0,0,-1,1
174,46,84,44,20,2088,3438,1694,1694,1765,1,finishing,0,0,6,0
138,44,78,16,8,2059,2950,602,602,540,0,finishing,0,0,0,1
141,70,47,24,11,2790,1471,778,778,681,0,finishing,0,0,1,1
124,45,45,34,17,1688,1550,1184,1184,1238,1,finishing,1,1,7,0
150,24,66,60,30,790,1906,1926,790,779,0,cutting,0,0,1,1
139,20,64,55,10,769,2300,2042,769,782,1,cutting,6,1,8,0
147,43,85,19,1,1903,3386,629,629,553,0,finishing,0,0,-1,1
210,60,85,65,17,2563,3282,2097,2097,1817,0,finishing,0,0,-1,1
184,70,54,60,37,2838,1724,1653,1653,1721,1,finishing,7,1,14,0
156,25,87,44,38,809,3308,1350,809,728,0,cutting,0,0,-3,1
190,70,60,60,9,2930,2513,2152,2152,1830,0,finishing,0,0,-1,1
208,72,86,50,9,3428,3886,1788,1788,1725,0,finishing,0,0,-3,1
174,72,49,53,38,2500,1416,1723,1416,1350,0,sewing,0,0,-2,1
150,35,73,42,0,1476,2690,1446,1446,1350,0,finishing,0,0,0,1
141,25,72,44,9,1017,2675,1358,1017,1012,0,cutting,0,0,-2,1
136,49,60,27,29,1763,1983,661,661,566,0,finishing,0,0,-1,1
179,55,86,38,9,2247,3615,1377,1377,1406,1,finishing,1,1,14,0
133,56,30,47,3,2694,1275,1760,1275,1374,1,sewing,0,0,5,0
134,35,36,63,23,1548,1007,2062,1007,1156,1,sewing,11,1,8,0
158,55,36,67,13,2302,1104,2794,1104,972,0,sewing,0,0,4,1
109,63,28,18,20,2888,705,367,367,323,0,finishing,0,0,-4,1
164,75,42,47,20,2976,1471,1642,1471,1396,0,sewing,0,0,1,1
149,21,78,50,4,771,3253,1623,771,748,0,cutting,0,0,5,1
144,25,72,47,10,1001,2456,1324,1001,1020,1,cutting,7,0,-3,0
161,68,57,36,12,2767,1957,1048,1048,894,0,finishing,0,0,3,1
215,61,90,64,25,2247,2810,2041,2041,1982,0,finishing,0,0,-3,1
163,32,63,68,13,1461,2636,2301,1461,1360,0,cutting,0,0,3,1
161,76,57,28,32,2606,1469,806,806,879,1,finishing,6,1,16,0
150,58,46,46,30,2338,1253,1657,1253,1377,1,sewing,1,1,4,0
155,80,60,15,19,3361,2298,444,444,398,0,finishing,0,0,4,1
173,32,79,62,23,1054,2749,1698,1054,1296,1,cutting,4,0,4,0
140,67,28,45,11,2483,844,1407,844,984,1,sewing,12,1,6,0
138,66,44,28,4,2831,1689,825,825,830,1,finishing,0,0,-6,0
159,62,33,64,17,2780,1145,1949,1145,1073,0,sewing,0,0,-3,1
183,35,82,66,0,1817,2838,2537,1817,2110,1,cutting,12,1,5,0
129,38,71,20,23,1464,2477,454,454,453,0,finishing,0,0,2,1
132,54,43,35,22,2141,1432,1031,1031,1240,1,finishing,8,1,17,0
143,43,80,20,16,1965,2822,566,566,583,1,finishing,0,0,-6,0
200,41,89,70,40,1240,2753,2290,1240,1513,1,cutting,4,1,16,0
125,25,78,22,2,1131,3280,744,744,777,1,finishing,6,1,14,0
188,66,72,50,25,2719,2773,1431,1431,1434,1,finishing,0,0,4,1
168,61,83,24,12,2785,3627,935,935,1074,1,finishing,5,0,0,0
139,39,51,49,6,1950,1797,1451,1451,1272,0,finishing,0,0,6,1
116,63,34,19,8,2704,1105,750,750,789,1,finishing,6,0,0,0
200,59,86,55,39,2315,3002,1964,1964,1960,0,finishing,0,0,-2,1
219,64,85,70,51,2255,2617,1730,1730,2031,1,finishing,8,1,16,0
172,22,87,63,5,937,3537,1937,937,1117,1,cutting,12,0,3,0
114,50,29,35,9,2195,1096,1213,1096,1071,0,sewing,0,0,4,1
103,28,28,47,14,974,803,1467,803,830,1,sewing,5,1,20,0
141,51,47,43,18,2347,1347,1482,1347,1380,1,sewing,0,0,1,0
122,51,56,15,12,2345,2310,522,522,552,1,finishing,11,1,19,0
181,34,81,66,44,1179,2208,1720,1179,1152,0,cutting,0,0,3,1
127,56,28,43,31,2113,656,1030,656,672,1,sewing,0,0,1,0
124,22,60,42,27,622,1690,1467,622,712,1,cutting,0,0,-4,0
80,27,28,25,2,1241,1212,917,917,1031,1,finishing,0,0,6,0
162,62,48,52,26,2218,1278,1486,1278,1210,0,sewing,0,0,0,1
110,20,72,18,16,784,2312,559,559,542,0,finishing,0,0,6,1
123,28,65,30,27,983,1960,879,879,867,0,finishing,0,0,-4,1
102,44,34,24,21,1551,1028,772,772,707,0,finishing,0,0,-5,1
132,56,46,30,26,2487,1367,767,767,657,0,finishing,0,0,0,1
152,22,66,64,25,614,2387,2505,614,625,1,cutting,3,1,20,1
209,76,77,56,48,3001,2093,1588,1588,1549,0,finishing,0,0,3,1
118,21,78,19,17,666,3300,450,450,449,0,finishing,0,0,0,1
177,37,84,56,21,1351,3112,1745,1351,1314,0,cutting,0,0,2,1
188,51,74,63,44,1850,2301,2011,1850,1910,1,cutting,12,1,14,0
118,54,33,31,20,2045,907,858,858,853,0,finishing,0,0,-1,1
184,78,55,51,12,3215,1914,2034,1914,1919,1,sewing,11,0,3,0
184,76,42,66,44,2738,1003,1877,1003,998,0,sewing,0,0,6,1
118,49,47,22,23,2117,1408,539,539,550,1,finishing,8,1,16,1
160,50,59,51,29,1957,1658,1680,1658,1617,0,sewing,0,0,2,1
89,45,25,19,6,2172,864,673,673,780,1,finishing,7,0,-6,0
187,47,87,53,6,2054,3350,1653,1653,1482,0,finishing,0,0,6,1
122,23,30,69,2,963,1250,2347,963,1189,1,cutting,0,0,4,0
103,56,32,15,3,2392,1324,512,512,506,0,finishing,0,0,3,1
167,58,59,50,22,2637,1806,1685,1685,1480,0,finishing,0,0,6,1
174,72,74,28,34,2984,2794,564,564,702,1,finishing,2,0,0,0
133,34,55,44,10,1615,2389,1401,1401,1313,0,finishing,0,0,0,1
174,57,74,43,13,2227,3164,1445,1445,1419,0,finishing,0,0,0,1
163,74,73,16,34,3214,2138,240,240,249,1,finishing,0,0,2,0
201,59,74,68,28,2417,2431,2433,2417,2479,1,cutting,4,0,-1,0
135,45,60,30,18,2073,2044,1079,1079,1281,1,finishing,2,1,4,0
151,44,69,38,24,1454,2366,1137,1137,1142,1,finishing,5,1,9,1
153,34,50,69,2,1758,1955,2857,1758,1703,0,cutting,0,0,-5,1
121,59,31,31,2,2675,1164,999,999,905,0,finishing,0,0,-4,1
145,34,77,34,10,1449,2718,972,972,908,0,finishing,0,0,6,1
155,75,47,33,35,2987,1277,747,747,728,0,finishing,0,0,3,1
118,65,34,19,24,2325,1090,392,392,356,0,finishing,0,0,6,1
114,43,47,24,17,1990,1497,572,572,688,1,finishing,0,0,2,0
149,77,32,40,8,3025,1176,1622,1176,1092,0,sewing,0,0,-1,1
160,56,60,44,15,2351,2372,1628,1628,1512,0,finishing,0,0,-6,1
120,24,73,23,0,1008,3022,859,859,996,1,finishing,8,1,20,0
181,42,76,63,16,1722,2739,2215,1722,1781,1,cutting,6,1,7,0
174,58,77,39,24,2194,2300,1193,1193,1304,1,finishing,8,1,8,0
164,61,63,40,15,2319,2656,1567,1567,1413,0,finishing,0,0,5,1
149,49,72,28,29,1672,2798,673,673,628,0,finishing,0,0,-5,1
128,38,72,18,22,1468,2482,477,477,485,1,finishing,8,0,1,0
130,24,70,36,12,889,2671,995,889,841,0,cutting,0,0,2,1
85,37,32,16,16,1355,1032,364,364,376,1,finishing,5,1,20,1
140,57,40,43,31,2203,1112,1359,1112,1145,1,sewing,3,1,16,0
183,41,81,61,40,1293,2267,2142,1293,1163,0,cutting,0,0,0,1
81,34,30,17,9,1221,932,544,544,518,0,finishing,0,0,-4,1
132,47,57,28,0,2438,2068,855,855,1032,1,finishing,3,1,19,0
119,27,35,57,14,1184,1125,2168,1125,1133,1,sewing,9,1,14,1
174,60,66,48,9,2746,2833,1786,1786,2163,1,finishing,0,0,-6,0
165,47,86,32,21,2148,2942,1159,1159,1228,1,finishing,5,0,-4,0
177,55,53,69,14,2617,1761,2832,1761,2094,1,sewing,7,1,14,0
104,39,35,30,5,1775,1560,1158,1158,1430,0,finishing,0,0,0,0
176,72,80,24,26,2945,2375,749,749,659,0,finishing,0,0,1,1
206,79,75,52,13,3319,3212,1680,1680,1651,0,finishing,0,0,-4,1
176,58,66,52,24,2597,1982,1405,1405,1517,1,finishing,12,1,5,0
131,20,85,26,2,797,4060,923,797,968,1,cutting,1,0,-2,0
95,41,37,17,18,1448,1002,360,360,434,1,finishing,8,0,3,0
140,38,34,68,18,1357,1052,2695,1052,1000,0,sewing,0,0,2,1
167,26,88,53,14,1095,2824,2096,1095,1301,1,cutting,9,0,4,0
182,65,76,41,15,3045,3210,1479,1479,1345,0,finishing,0,0,5,1
78,29,29,20,1,1340,1033,632,632,620,0,finishing,0,0,-5,1
164,38,67,59,20,1521,2555,1936,1521,1420,0,cutting,0,0,4,1
178,55,63,60,13,2627,2504,2021,2021,2016,0,finishing,0,0,-6,0
118,22,57,39,5,1036,2226,1690,1036,1266,1,cutting,12,1,17,0
190,62,65,63,36,2658,1792,2280,1792,1581,0,sewing,0,0,-5,1
142,51,67,24,2,2569,2503,937,937,1153,1,finishing,1,1,14,0
179,71,72,36,0,2801,3225,1603,1603,1393,0,finishing,0,0,4,1
183,62,89,32,33,2347,3105,893,893,972,1,finishing,1,1,13,0
154,54,83,17,18,2132,2977,472,472,540,1,finishing,10,1,14,0
169,73,53,43,16,2912,1983,1192,1192,1153,0,finishing,0,0,-2,1
118,45,58,15,16,1689,1892,465,465,395,0,finishing,0,0,-6,1
133,24,60,49,26,688,2261,1721,688,830,1,cutting,8,1,10,0
179,54,61,64,7,2648,2723,2221,2221,2410,1,finishing,0,0,0,0
148,25,67,56,15,1127,2091,1661,1127,1241,1,cutting,7,0,0,0
116,33,45,38,3,1607,1673,1708,1607,1892,0,cutting,0,0,-4,0
184,75,40,69,0,3851,1396,2867,1396,1541,1,sewing,6,0,6,0
204,73,84,47,7,3221,3450,1880,1880,1837,0,finishing,0,0,-4,1
142,44,49,49,16,1926,1963,1768,1768,2127,1,finishing,0,0,-1,0
124,30,49,45,22,960,1837,1633,960,993,1,cutting,3,0,4,0
145,50,33,62,14,2335,1270,2419,1270,1278,1,sewing,1,0,-3,0
106,20,70,16,21,766,2628,362,362,450,1,finishing,0,0,-5,0
149,58,39,52,8,2499,1503,1913,1503,1614,1,sewing,11,0,-2,0
166,54,79,33,2,2701,2746,1138,1138,1226,1,finishing,3,0,0,0
114,24,71,19,15,888,2482,455,455,507,1,finishing,9,1,7,0
103,43,39,21,8,1998,1384,605,605,615,0,finishing,0,0,-6,0
169,37,64,68,35,1408,2292,1809,1408,1741,1,cutting,9,1,7,0
216,77,76,63,2,3262,3518,1977,1977,2034,1,finishing,0,0,3,0
103,20,38,45,1,891,1484,1715,891,825,0,cutting,0,0,2,1
153,77,56,20,21,2905,2024,539,539,633,0,finishing,0,0,-3,0
132,66,41,25,32,2397,1072,643,643,749,1,finishing,8,1,5,0
153,47,52,54,24,1668,1738,1652,1652,1680,1,finishing,4,1,7,0
174,65,78,31,41,2556,2041,602,602,619,1,finishing,11,1,11,0
87,28,30,29,7,1307,1194,1087,1087,954,0,finishing,0,0,-5,1
137,56,25,56,13,2546,912,1600,912,799,0,sewing,0,0,-4,1
139,29,40,70,23,1021,1192,2553,1021,1162,1,cutting,4,1,10,0
177,75,56,46,31,3487,1725,1249,1249,1227,0,finishing,0,0,6,1
170,76,32,62,29,3128,700,1709,700,620,0,sewing,0,0,-4,1
118,47,26,45,25,1995,523,1399,523,459,0,sewing,0,0,-3,1
192,64,60,68,30,2934,1775,2195,1775,1740,0,sewing,0,0,6,1
161,35,87,39,14,1657,3379,1386,1386,1226,0,finishing,0,0,-1,1
169,53,57,59,6,2173,2376,2435,2173,2290,1,cutting,4,1,12,0
190,71,56,63,42,3113,1747,1969,1747,2156,1,sewing,1,0,-6,0
169,40,78,51,21,1330,2532,1423,1330,1262,0,cutting,0,0,-2,1
175,64,59,52,12,2855,2342,2176,2176,2172,0,finishing,0,0,0,1
130,50,50,30,20,1738,1586,889,889,794,0,finishing,0,0,-3,1
133,47,27,59,4,1814,1210,1941,1210,1320,1,sewing,2,0,2,0
119,48,42,29,23,1763,1254,702,702,650,0,finishing,0,0,-5,1
147,37,82,28,5,1539,2985,858,858,1036,1,finishing,4,0,5,0
140,37,46,57,0,1885,1879,2558,1879,2306,1,sewing,4,1,12,0
158,20,79,59,22,766,3118,2032,766,724,0,cutting,0,0,4,1
140,56,27,57,17,2116,910,1742,910,794,0,sewing,0,0,-3,1
106,32,41,33,14,1126,1410,1139,1126,1063,0,cutting,0,0,5,1
159,33,71,55,19,1440,2522,2015,1440,1557,1,cutting,0,0,-6,0
159,54,47,58,26,1896,1609,1692,1609,1390,0,sewing,0,0,-3,1
142,64,46,32,33,2687,1483,873,873,1019,1,finishing,6,1,9,0
168,73,52,43,27,2707,1828,1283,1283,1191,0,finishing,0,0,5,1
125,71,27,27,25,2738,717,739,717,663,0,sewing,0,0,6,1
123,64,41,18,7,3044,1575,685,685,686,1,finishing,3,0,-4,0
174,54,54,66,8,2151,1770,2743,1770,1727,0,sewing,0,0,2,1
126,55,35,36,5,2248,1275,1121,1121,1015,0,finishing,0,0,-3,1
140,28,53,59,5,1221,2180,1802,1221,1415,1,cutting,3,1,14,0
113,21,29,63,0,1027,1300,2542,1027,1226,0,cutting,0,0,-4,0
123,68,35,20,22,2561,1230,440,440,509,1,finishing,12,1,4,0
147,66,44,37,20,2641,1246,1355,1246,1283,1,sewing,0,0,-4,0
177,58,86,33,31,2310,3266,774,774,857,1,finishing,0,0,0,0
127,50,30,47,27,1959,623,1198,623,764,1,sewing,2,1,20,0
121,37,44,40,12,1559,1454,1192,1192,1048,0,finishing,0,0,-1,1
112,43,31,38,9,2029,1214,1282,1214,1144,0,sewing,0,0,4,1
122,50,31,41,6,2026,1230,1568,1230,1228,0,sewing,0,0,-6,0
140,69,48,23,4,2641,2125,966,966,1063,1,finishing,9,1,12,0
187,60,58,69,41,2024,1891,2136,1891,2180,1,sewing,9,1,16,0
117,37,56,24,21,1245,2056,707,707,616,0,finishing,0,0,3,1
166,61,64,41,19,2292,2094,1306,1306,1467,1,finishing,4,0,6,0
115,36,35,44,27,1157,907,1590,907,891,0,sewing,0,0,6,1
175,43,62,70,2,1746,2792,2857,1746,1769,1,cutting,0,0,5,0
101,21,35,45,12,761,1352,1803,761,796,1,cutting,1,1,7,0
148,43,55,50,32,1584,1870,1399,1399,1506,1,finishing,11,1,5,0
139,38,32,69,18,1405,1123,2120,1123,1258,1,sewing,6,1,7,0
164,45,53,66,9,2119,1727,2602,1727,1739,1,sewing,0,0,-6,0
138,58,50,30,5,2669,1765,964,964,959,0,finishing,0,0,-3,1
168,22,77,69,2,1058,3648,3020,1058,1068,1,cutting,7,0,2,0
215,74,77,64,35,3173,2563,1626,1626,1775,0,finishing,0,0,6,0
95,21,38,36,13,712,1181,1285,712,782,1,cutting,12,1,13,0
173,72,40,61,26,3355,1344,2170,1344,1369,1,sewing,2,0,-5,0
181,71,40,70,33,2957,1093,1929,1093,961,0,sewing,0,0,2,1
186,50,68,68,1,2310,3032,2455,2310,2180,0,cutting,0,0,-3,1
171,58,89,24,4,2357,3330,806,806,711,0,finishing,0,0,-6,1
149,64,62,23,33,2548,2264,428,428,415,0,finishing,0,0,6,1
142,41,55,46,25,1540,2091,1605,1540,1505,0,cutting,0,0,5,1
171,28,79,64,1,1432,3729,2759,1432,1381,0,cutting,0,0,-1,1
172,44,75,53,5,2126,3261,1861,1861,1981,1,finishing,0,0,-4,0
152,69,52,31,21,2750,1954,940,940,868,0,finishing,0,0,1,1
189,60,87,42,35,2444,2591,1061,1061,1051,0,finishing,0,0,5,1
91,22,39,30,9,1010,1192,1061,1010,995,0,cutting,0,0,-2,1
191,35,86,70,42,1269,3013,2199,1269,1252,0,cutting,0,0,4,1
101,43,40,18,3,2035,1572,727,727,707,0,finishing,0,0,-1,1
155,56,33,66,18,2184,913,1844,913,1139,1,sewing,0,0,6,0
200,58,78,64,39,2254,2394,2210,2210,2037,0,finishing,0,0,3,1
171,68,83,20,33,2528,2863,390,390,408,1,finishing,2,0,6,0
167,52,64,51,39,2110,2161,1771,1771,1897,1,finishing,4,0,-4,0
189,69,80,40,36,2750,3016,1083,1083,1351,1,finishing,2,1,17,0
161,77,28,56,28,2830,592,1844,592,648,1,sewing,11,1,15,0
165,61,56,48,8,2784,2218,1392,1392,1540,0,finishing,0,0,-1,0
110,46,40,24,22,1883,1242,548,548,661,1,finishing,9,1,17,0
141,62,59,20,35,2341,1729,361,361,345,0,finishing,0,0,-6,1
207,55,86,66,27,1929,3376,2507,1929,2336,1,cutting,2,0,-3,0
168,69,59,40,34,2445,1857,1247,1247,1377,1,finishing,3,1,11,0
102,20,25,57,16,705,710,2293,705,604,0,cutting,0,0,6,1
160,44,89,27,4,1682,3230,1018,1018,1236,0,finishing,0,0,-5,0
130,44,32,54,17,1564,1070,1523,1070,1135,1,sewing,0,0,4,0
173,53,50,70,37,2256,1461,2324,1461,1311,0,sewing,0,0,4,1
112,37,59,16,28,1348,1889,273,273,257,0,finishing,0,0,1,1
179,76,42,61,25,3407,1232,1725,1232,1050,0,sewing,0,0,6,1
173,25,87,61,40,743,3237,2148,743,864,1,cutting,0,0,6,0
103,36,27,40,16,1518,753,1603,753,684,0,sewing,0,0,-5,1
155,79,41,35,22,3552,1164,1019,1019,1092,1,finishing,0,0,-6,0
137,33,46,58,6,1251,1596,2034,1251,1131,0,cutting,0,0,2,1
150,62,65,23,29,2471,2185,527,527,462,0,finishing,0,0,-5,1
173,77,62,34,16,3379,2429,975,975,949,0,finishing,0,0,0,1
145,38,90,17,6,1629,3342,492,492,504,1,finishing,9,0,-4,0
223,77,84,62,50,2924,2553,2055,2055,1969,0,finishing,0,0,4,1
179,25,87,67,37,728,2595,2207,728,706,0,cutting,0,0,0,1
160,30,68,62,31,1126,2398,1938,1126,1377,1,cutting,4,1,20,0
137,31,65,41,1,1324,2730,1506,1324,1520,1,cutting,11,1,7,0
194,49,86,59,3,2138,4006,1978,1978,2042,1,finishing,6,1,16,0
117,54,43,20,21,2438,1241,552,552,480,0,finishing,0,0,0,1
149,63,71,15,21,2641,2496,284,284,262,0,finishing,0,0,5,1
90,24,47,19,18,798,1636,623,623,773,1,finishing,11,0,0,0
185,59,61,65,34,2557,2177,1754,1754,2140,1,finishing,12,1,17,0
170,66,57,47,18,2918,1870,1641,1641,1923,1,finishing,0,0,-5,0
150,38,69,43,34,1353,2563,1361,1353,1265,0,cutting,0,0,-5,1
119,42,47,30,28,1596,1409,817,817,856,1,finishing,8,0,6,0
118,24,33,61,20,898,971,2153,898,909,1,cutting,7,1,8,0
149,73,41,35,33,2994,1104,1072,1072,1239,1,finishing,0,0,4,0
124,31,55,38,3,1479,2503,1518,1479,1776,1,cutting,6,1,5,0
86,21,40,25,8,961,1349,947,947,1045,1,finishing,8,1,10,0
165,28,70,67,39,800,2275,2212,800,735,0,cutting,0,0,3,1
198,74,59,65,25,3374,1781,2558,1781,1856,1,sewing,0,0,0,0
108,30,58,20,21,1188,1890,531,531,557,1,finishing,6,1,9,0
