total_workers,cutting_workers,sewing_workers,finishing_workers,cutting_attendance,sewing_attendance,finishing_attendance,cutting_output,sewing_output,finishing_output,final_output,daily_target,workflow_blocked,bottleneck_department,reallocated_workers,diversion_success,targeted_productivity_gain,target_achieved
165,53,64,48,40,62,46,1650,2488,1947,1650,1681,1,cutting,12,0,-2,0
149,80,30,39,64,19,35,2850,801,1510,801,968,1,sewing,0,0,-5,0
126,25,71,30,24,68,30,1235,2713,1187,1187,1312,1,finishing,5,1,14,0
140,46,57,37,33,34,25,1583,1387,969,969,878,0,finishing,0,0,-2,1
163,26,87,50,24,85,44,926,3018,1873,926,905,0,cutting,0,0,-5,1
120,27,55,38,27,54,35,1367,2154,1256,1256,1406,1,finishing,10,1,5,0
223,80,76,67,76,72,64,3854,2665,2093,2093,2085,0,finishing,0,0,-2,1
221,78,77,66,54,75,50,2323,3267,1764,1764,1949,1,finishing,12,1,12,0
142,69,45,28,65,44,28,2762,1743,986,986,1201,1,finishing,10,1,11,0
125,40,64,21,39,40,19,1652,1638,623,623,617,0,finishing,0,0,5,1
156,51,69,36,49,69,28,2379,3272,975,975,902,0,finishing,0,0,2,1
189,64,62,63,61,54,45,2657,2361,1484,1484,1376,0,finishing,0,0,4,1
127,45,58,24,42,44,23,1804,1577,822,822,984,1,finishing,10,1,6,0
136,40,53,43,28,38,31,1325,1437,1159,1159,1444,1,finishing,0,0,4,0
147,71,52,24,49,40,18,2523,1840,670,670,679,1,finishing,0,0,-4,0
205,74,76,55,69,69,43,3304,3294,1808,1808,1623,0,finishing,0,0,-3,1
129,40,70,19,39,46,17,1951,2199,572,572,560,0,finishing,0,0,6,1
186,52,85,49,46,57,38,2211,2510,1507,1507,1580,1,finishing,1,1,18,0
150,51,80,19,40,49,19,1833,1705,669,669,722,1,finishing,0,0,5,0
155,37,57,61,25,56,58,1121,2456,2560,1121,1225,1,cutting,11,0,-3,0
187,56,90,41,43,88,36,2153,4188,1108,1108,1293,1,finishing,0,0,-5,0
191,53,77,61,42,58,46,2172,2600,2062,2062,2177,1,finishing,6,0,0,0
196,56,74,66,52,56,64,2321,2568,2095,2095,1829,0,finishing,0,0,0,1
179,76,57,46,55,39,37,2399,1449,1657,1449,1444,0,sewing,0,0,6,1
99,26,57,16,18,51,10,856,1802,300,300,315,1,finishing,10,1,6,0
135,31,49,55,30,44,40,1364,2097,1258,1258,1359,1,finishing,0,0,1,0
159,65,47,47,49,42,30,2288,1977,1299,1299,1395,1,finishing,2,0,-4,0
124,57,46,21,54,33,15,2805,1547,661,661,766,1,finishing,2,1,6,0
135,41,56,38,30,40,37,1346,1804,1133,1133,1107,0,finishing,0,0,1,1
177,71,37,69,65,24,65,3065,1122,2498,1122,1295,1,sewing,5,0,1,0
151,68,50,33,67,43,27,2954,1511,819,819,755,0,finishing,0,0,3,1
154,44,64,46,42,62,38,2049,2714,1440,1440,1401,0,finishing,0,0,-2,1
180,77,47,56,63,29,53,2418,1378,1895,1378,1395,1,sewing,7,1,20,1
168,74,47,47,62,29,36,2441,1371,1561,1371,1459,1,sewing,0,0,4,0
102,59,26,17,53,18,16,2100,685,697,685,714,1,sewing,0,0,0,0
164,72,54,38,62,33,26,2478,1235,1040,1040,1179,1,finishing,11,0,4,0
167,67,59,41,46,48,39,1990,2198,1280,1280,1408,0,finishing,0,0,5,0
134,45,30,59,43,25,42,2033,928,1661,928,897,0,sewing,0,0,1,1
121,24,48,49,21,33,39,1078,1452,1576,1078,956,0,cutting,0,0,3,1
137,36,38,63,26,34,46,1333,1420,1723,1333,1305,0,cutting,0,0,1,1
110,50,38,22,42,23,20,1704,1027,841,841,782,0,finishing,0,0,1,1
153,67,43,43,65,26,43,3167,952,1425,952,879,0,sewing,0,0,-4,1
124,41,57,26,33,48,19,1670,1669,678,678,780,1,finishing,6,1,18,0
121,21,81,19,17,81,16,778,2916,711,711,667,0,finishing,0,0,0,1
134,53,27,54,42,27,45,1813,972,1420,972,874,0,sewing,0,0,3,1
161,23,74,64,17,71,48,827,2448,1832,827,791,0,cutting,0,0,1,1
186,79,74,33,76,63,27,3366,2801,1086,1086,1083,0,finishing,0,0,4,1
159,49,86,24,48,85,20,1974,3231,819,819,923,1,finishing,0,0,5,0
167,21,80,66,18,57,43,799,2505,1639,799,720,0,cutting,0,0,4,1
133,42,51,40,35,43,33,1689,1729,1182,1182,1177,0,finishing,0,0,0,1
109,28,51,30,22,36,28,895,1664,1116,895,932,1,cutting,7,1,13,0
132,33,75,24,30,48,23,1413,1833,977,977,1147,0,finishing,0,0,-3,0
143,41,45,57,34,43,50,1377,1728,2020,1377,1409,1,cutting,10,1,16,0
130,56,50,24,52,40,22,2154,1773,911,911,928,1,finishing,11,1,7,0
123,70,33,20,49,19,13,2089,669,571,571,587,1,finishing,2,1,14,0
184,57,82,45,49,60,38,2070,2713,1231,1231,1332,1,finishing,7,0,2,0
204,60,85,59,50,66,41,2364,2379,1503,1503,1618,1,finishing,3,1,15,0
212,79,81,52,73,59,47,3687,2807,2077,2077,2161,1,finishing,2,0,3,0
138,39,75,24,28,74,18,1440,2848,732,732,780,1,finishing,1,1,17,0
170,30,71,69,25,48,60,1048,1981,2624,1048,1092,0,cutting,0,0,-3,0
159,64,64,31,58,51,25,2236,2269,1034,1034,1009,0,finishing,0,0,2,1
133,22,41,70,15,24,54,649,1119,1927,649,608,0,cutting,0,0,5,1
149,44,67,38,42,56,37,2180,2236,1502,1502,1344,0,finishing,0,0,-2,1
150,55,49,46,47,37,31,2386,1733,969,969,1079,1,finishing,0,0,6,0
96,28,38,30,20,27,24,778,1134,805,778,668,0,cutting,0,0,5,1
158,20,68,70,18,42,49,830,1995,2182,830,827,0,cutting,0,0,4,1
84,26,40,18,20,30,12,811,1321,376,376,385,1,finishing,7,0,2,0
184,32,85,67,25,82,62,1197,3326,2540,1197,1243,1,cutting,2,0,-3,0
128,36,43,49,34,31,34,1626,1086,1115,1086,1063,0,sewing,0,0,-4,1
160,45,62,53,37,53,43,1519,1988,1512,1512,1286,0,finishing,0,0,4,1
160,36,61,63,27,38,41,1049,1475,1680,1049,1086,0,cutting,0,0,6,0
174,77,82,15,76,54,11,3513,2528,389,389,461,0,finishing,0,0,-2,0
174,66,65,43,57,62,42,2461,2368,1568,1568,1614,1,finishing,0,0,5,0
163,42,77,44,36,66,40,1601,3074,1471,1471,1393,0,finishing,0,0,0,1
178,80,28,70,60,28,55,2600,1293,1773,1293,1299,1,sewing,3,1,9,1
86,33,37,16,29,37,11,1211,1360,412,412,394,0,finishing,0,0,2,1
118,37,54,27,32,51,24,1409,2410,777,777,825,1,finishing,0,0,-1,0
204,65,86,53,54,60,41,2444,2455,1363,1363,1426,1,finishing,5,1,17,0
152,59,40,53,45,40,43,1924,1569,1734,1569,1448,0,sewing,0,0,1,1
94,24,27,43,21,22,34,859,848,1139,848,943,1,sewing,5,1,14,0
136,64,49,23,54,49,23,2786,1823,894,894,855,0,finishing,0,0,1,1
157,56,85,16,49,83,10,2125,2994,348,348,350,1,finishing,12,0,1,0
158,44,49,65,42,37,64,1680,1697,1976,1680,1566,0,cutting,0,0,-1,1
178,42,86,50,31,68,42,1388,2611,1816,1388,1326,0,cutting,0,0,-3,1
152,79,40,33,78,25,32,3930,1033,1201,1033,928,0,sewing,0,0,5,1
132,72,26,34,58,18,24,2444,619,951,619,618,0,sewing,0,0,6,1
164,78,43,43,74,37,32,3427,1650,1011,1011,895,0,finishing,0,0,5,1
174,58,83,33,45,57,26,2312,2036,1118,1118,1117,0,finishing,0,0,-1,1
196,73,73,50,51,63,45,2399,2490,1570,1570,1659,1,finishing,10,0,2,0
110,23,41,46,17,26,33,682,1074,1455,682,646,0,cutting,0,0,-1,1
117,41,35,41,33,33,28,1481,1373,1060,1060,1061,1,finishing,4,1,7,1
155,68,58,29,54,35,28,2568,1201,1110,1110,1271,0,finishing,0,0,6,0
148,34,44,70,25,42,55,1063,1872,2202,1063,1009,0,cutting,0,0,1,1
149,21,78,50,15,48,38,693,1772,1472,693,652,0,cutting,0,0,3,1
195,76,72,47,58,55,36,2327,1875,1418,1418,1405,0,finishing,0,0,-1,1
151,52,74,25,42,68,25,1746,2498,1086,1086,1109,1,finishing,11,1,16,0
103,33,48,22,23,40,15,1113,1849,495,495,509,1,finishing,10,1,15,1
136,49,31,56,41,27,44,1682,927,1328,927,1132,1,sewing,7,1,18,0
137,45,46,46,38,44,38,1866,1906,1674,1674,1446,0,finishing,0,0,-6,1
156,74,28,54,52,16,43,2653,611,1536,611,600,0,sewing,0,0,-6,1
151,43,52,56,33,44,47,1289,1753,1425,1289,1585,1,cutting,4,0,4,0
140,67,28,45,51,16,32,1999,596,1377,596,604,1,sewing,8,0,5,0
100,29,52,19,26,52,18,998,2130,764,764,800,1,finishing,0,0,-5,0
189,69,60,60,57,59,54,2327,2226,2163,2163,2352,1,finishing,11,0,3,0
203,73,80,50,73,79,39,3505,3507,1337,1337,1200,0,finishing,0,0,1,1
137,54,45,38,48,44,32,1921,1948,1126,1126,1015,0,finishing,0,0,1,1
128,42,62,24,42,58,22,1993,2303,977,977,862,0,finishing,0,0,-4,1
167,41,70,56,35,56,53,1752,2032,1623,1623,1685,1,finishing,9,1,9,0
183,74,42,67,57,37,45,2823,1714,2018,1714,1733,1,sewing,9,1,9,0
179,67,54,58,56,47,40,2383,2148,1423,1423,1643,1,finishing,0,0,-1,0
203,67,77,59,49,60,58,2303,2170,2343,2170,2589,1,sewing,2,1,6,0
158,64,64,30,56,47,22,2552,1661,928,928,792,0,finishing,0,0,-5,1
148,33,48,67,33,30,45,1371,1419,1634,1371,1374,1,cutting,7,1,13,1
188,47,86,55,33,82,36,1484,3191,1218,1218,1259,1,finishing,7,1,15,0
183,80,87,16,68,54,13,3306,1901,439,439,387,0,finishing,0,0,5,1
141,60,37,44,54,32,35,2508,1298,1219,1219,1251,1,finishing,2,0,-4,0
132,57,28,47,53,17,46,2148,643,1769,643,744,1,sewing,2,1,19,0
146,31,82,33,23,51,25,1067,2038,1007,1007,1072,1,finishing,0,0,0,0
180,69,47,64,60,29,50,2433,1124,2012,1124,1231,1,sewing,2,0,-4,0
99,28,28,43,26,21,40,995,868,1616,868,849,0,sewing,0,0,1,1
124,22,60,42,21,38,29,823,1758,1159,823,831,1,cutting,3,0,-4,0
130,25,48,57,20,42,54,864,1582,1674,864,939,1,cutting,4,0,-2,0
118,28,75,15,24,46,13,1176,1636,519,519,503,0,finishing,0,0,6,1
123,28,65,30,26,64,22,1056,2601,817,817,735,0,finishing,0,0,4,1
118,60,34,24,46,33,23,1841,1473,854,854,909,1,finishing,7,1,15,0
200,80,53,67,64,44,44,3106,1522,1531,1522,1499,0,sewing,0,0,5,1
191,79,72,40,69,62,39,3459,2757,1244,1244,1285,1,finishing,11,0,3,0
160,53,61,46,39,49,29,1709,2051,1176,1176,1416,0,finishing,0,0,-2,0
149,45,60,44,41,46,37,2038,1953,1620,1620,1853,1,finishing,12,1,8,0
138,50,68,20,50,50,14,2076,1887,476,476,436,0,finishing,0,0,-1,1
175,79,66,30,73,45,24,3767,1650,840,840,928,1,finishing,4,1,8,0
160,71,62,27,70,58,22,3358,2420,727,727,735,1,finishing,5,1,10,1
152,58,68,26,55,51,19,2391,2245,835,835,832,0,finishing,0,0,-2,1
123,58,34,31,43,26,28,2226,885,919,885,1093,1,sewing,10,1,20,0
161,56,78,27,47,49,23,2199,2001,727,727,723,0,finishing,0,0,-4,1
109,31,40,38,21,25,37,818,887,1407,818,705,0,cutting,0,0,5,1
170,63,79,28,45,50,18,1780,2383,734,734,646,0,finishing,0,0,-3,1
168,59,59,50,52,42,36,1992,1771,1491,1491,1454,0,finishing,0,0,0,1
85,33,27,25,24,25,25,1240,944,932,932,894,0,finishing,0,0,-3,1
172,35,83,54,26,60,42,1089,2042,1682,1089,1131,1,cutting,4,0,-5,0
170,46,81,43,34,72,39,1302,3219,1290,1290,1467,1,finishing,1,1,16,0
207,73,81,53,57,71,38,2727,3011,1538,1538,1588,1,finishing,7,0,5,0
131,38,54,39,35,47,25,1666,1968,992,992,935,0,finishing,0,0,-6,1
151,44,69,38,36,41,31,1587,1649,1127,1127,1124,0,finishing,0,0,-2,1
146,43,58,45,32,39,36,1598,1678,1403,1403,1710,1,finishing,4,0,-4,0
87,25,31,31,18,26,24,798,990,1029,798,773,0,cutting,0,0,-3,1
135,46,64,25,40,40,19,2008,1707,733,733,897,1,finishing,5,1,17,0
153,77,46,30,53,33,28,2542,1153,882,882,957,1,finishing,6,1,8,0
132,54,48,30,37,38,21,1802,1565,636,636,619,0,finishing,0,0,-4,1
106,30,31,45,23,31,33,951,1318,1171,951,1086,1,cutting,12,0,4,0
107,58,30,19,52,20,12,2185,828,448,448,519,1,finishing,8,1,20,0
181,42,76,63,33,71,45,1486,2910,1893,1486,1378,0,cutting,0,0,-1,1
158,73,63,22,70,50,20,3028,1961,694,694,591,0,finishing,0,0,0,1
155,69,43,43,66,29,36,2874,1043,1566,1043,1147,1,sewing,6,1,18,0
124,28,78,18,22,55,12,926,1910,443,443,452,1,finishing,6,1,19,1
127,22,86,19,20,72,15,846,2958,452,452,427,0,finishing,0,0,2,1
85,37,32,16,33,22,15,1494,755,540,540,616,1,finishing,1,1,7,0
220,76,81,63,68,75,56,2618,3368,2292,2292,2235,0,finishing,0,0,-4,1
188,79,73,36,76,65,30,3666,2788,964,964,1050,1,finishing,4,0,-2,0
89,20,42,27,17,31,23,836,1437,837,836,877,1,cutting,3,1,12,0
217,66,86,65,48,65,56,2438,2360,2244,2244,2102,0,finishing,0,0,6,1
199,77,68,54,76,51,50,3904,1918,1918,1918,2326,1,sewing,9,0,4,0
199,73,60,66,70,60,49,2881,2058,1825,1825,1671,0,finishing,0,0,1,1
160,66,76,18,64,64,15,2527,2308,500,500,613,1,finishing,2,1,20,0
182,43,77,62,36,72,58,1534,2529,1881,1534,1601,0,cutting,0,0,-1,0
153,79,32,42,67,32,40,2690,1299,1218,1218,1307,1,finishing,8,1,16,0
149,57,52,40,52,38,30,2153,1720,1051,1051,1069,1,finishing,0,0,-5,0
120,70,26,24,66,21,22,3336,988,921,921,995,0,finishing,0,0,1,0
83,31,29,23,25,22,19,1183,774,617,617,532,0,finishing,0,0,3,1
109,25,30,54,17,21,40,859,956,1494,859,762,0,cutting,0,0,2,1
108,24,61,23,17,50,23,848,1810,957,848,856,1,cutting,7,1,9,1
215,64,85,66,58,73,58,2452,3149,2448,2448,2556,1,finishing,11,0,-3,0
153,49,44,60,38,27,41,1475,1248,1320,1248,1341,1,sewing,6,1,11,0
193,65,86,42,58,58,36,2965,2142,1335,1335,1161,0,finishing,0,0,-3,1
93,42,33,18,29,32,15,1260,1452,554,554,668,1,finishing,6,1,17,0
190,62,65,63,61,61,45,2324,2742,1994,1994,2011,1,finishing,0,0,-4,0
178,35,90,53,31,71,40,1490,2829,1662,1490,1530,1,cutting,1,0,6,0
188,72,89,27,56,62,22,2661,2852,905,905,815,0,finishing,0,0,2,1
149,57,50,42,40,44,36,1821,1961,1104,1104,1106,1,finishing,8,1,17,1
216,79,84,53,73,64,44,3627,2375,1494,1494,1823,1,finishing,10,0,-2,0
91,20,54,17,15,46,12,653,1840,532,532,587,1,finishing,7,0,5,0
198,70,64,64,68,59,42,3056,2485,1596,1596,1647,1,finishing,7,1,14,0
96,31,50,15,31,43,9,1320,1609,334,334,324,0,finishing,0,0,5,1
139,36,46,57,29,35,50,1167,1398,2046,1167,1203,1,cutting,12,1,6,0
138,24,44,70,17,26,52,661,1164,2151,661,577,0,cutting,0,0,6,1
138,48,68,22,47,56,15,2102,2385,626,626,611,0,finishing,0,0,-4,1
142,44,49,49,34,29,33,1764,1051,1159,1051,1077,1,sewing,11,1,14,0
213,74,74,65,64,47,58,3127,1862,1885,1862,1878,1,sewing,12,0,4,0
217,79,88,50,79,81,44,3358,3172,1913,1913,1672,0,finishing,0,0,3,1
126,42,27,57,34,26,47,1489,1188,2093,1188,1267,1,sewing,9,1,8,0
188,50,88,50,45,59,33,2205,2533,1111,1111,1115,0,finishing,0,0,-5,0
143,23,63,57,18,59,45,889,2831,1539,889,1107,1,cutting,8,0,-2,0
89,46,27,16,36,21,11,1726,969,483,483,501,1,finishing,0,0,-2,0
171,69,67,35,51,45,31,2089,2034,1037,1037,994,0,finishing,0,0,2,1
169,68,35,66,64,35,60,3211,1457,2615,1457,1424,0,sewing,0,0,0,1
132,68,30,34,60,19,32,2559,843,1025,843,820,0,sewing,0,0,-6,1
129,26,86,17,25,74,14,1139,2789,544,544,562,0,finishing,0,0,-4,0
124,31,38,55,21,37,41,1012,1323,1683,1012,1200,1,cutting,11,1,12,0
151,56,49,46,56,36,30,2464,1533,1074,1074,1190,1,finishing,7,1,13,0
147,37,56,54,26,55,48,1080,2336,1441,1080,1000,0,cutting,0,0,5,1
128,36,41,51,27,27,40,1076,933,1798,933,1116,1,sewing,0,0,-3,0
127,37,39,51,25,29,36,1240,991,1137,991,860,0,sewing,0,0,5,1
171,61,40,70,53,34,58,2295,1402,1979,1402,1712,1,sewing,4,1,11,0
170,51,87,32,48,55,24,1826,2226,742,742,787,1,finishing,7,0,-2,0
122,29,61,32,22,49,32,840,2204,1214,840,838,0,cutting,0,0,4,1
143,34,82,27,34,66,24,1750,2493,892,892,874,0,finishing,0,0,6,1
161,35,87,39,27,87,33,1268,3134,1122,1122,1111,0,finishing,0,0,-5,1
163,37,64,62,31,38,42,1424,1762,1411,1411,1347,0,finishing,0,0,6,1
165,62,48,55,58,44,35,2325,1508,1453,1453,1647,1,finishing,3,0,-2,0
176,66,79,31,54,59,30,2355,2701,1170,1170,1143,0,finishing,0,0,1,1
139,59,50,30,51,31,24,2192,1383,911,911,915,1,finishing,2,1,8,1
181,34,77,70,23,59,59,1006,2828,1834,1006,1252,1,cutting,0,0,5,0
123,33,52,38,24,32,28,915,1351,890,890,824,0,finishing,0,0,1,1
148,77,51,20,63,37,14,2476,1387,545,545,674,1,finishing,5,1,4,0
233,79,87,67,61,78,53,2403,3202,1772,1772,1718,0,finishing,0,0,5,1
175,42,70,63,36,59,62,1450,2616,2772,1450,1483,1,cutting,4,1,9,0
110,32,51,27,24,39,24,932,1571,942,932,880,0,cutting,0,0,5,1
159,33,71,55,27,68,48,1084,2372,2088,1084,1052,0,cutting,0,0,-1,1
127,22,47,58,21,31,39,1022,1145,1259,1022,899,0,cutting,0,0,-4,1
147,37,67,43,27,66,33,1386,2636,1292,1292,1428,1,finishing,0,0,5,0
125,71,27,27,61,20,23,2977,810,721,721,745,1,finishing,0,0,5,0
153,64,39,50,59,35,50,2830,1590,1539,1539,1483,0,finishing,0,0,6,1
101,28,55,18,27,52,12,1117,2170,421,421,417,0,finishing,0,0,-1,1
164,55,42,67,43,26,56,1929,1188,1797,1188,1413,0,sewing,0,0,-4,0
159,59,81,19,54,53,17,2400,2307,763,763,742,0,finishing,0,0,-6,1
161,69,28,64,69,27,41,3455,1191,1281,1191,1127,0,sewing,0,0,4,1
112,57,35,20,45,28,14,1986,1302,555,555,517,0,finishing,0,0,3,1
102,21,44,37,19,38,34,752,1778,1349,752,828,0,cutting,0,0,-4,0
177,58,86,33,55,84,33,2148,3062,1367,1367,1412,1,finishing,9,1,4,0
68,22,31,15,19,21,12,813,814,425,425,430,1,finishing,4,1,12,1
141,52,54,35,47,53,22,2026,2411,919,919,894,0,finishing,0,0,5,1
125,22,85,18,21,64,14,918,2942,537,537,554,0,finishing,0,0,3,0
140,69,48,23,50,29,18,2461,1362,773,773,710,0,finishing,0,0,2,1
134,78,25,31,74,19,30,2995,898,1124,898,1035,1,sewing,9,1,16,0
117,37,56,24,35,35,17,1671,1493,585,585,540,0,finishing,0,0,4,1
167,62,64,41,52,43,26,2152,1714,1059,1059,1088,1,finishing,0,0,-2,0
146,69,57,20,62,35,19,2609,1671,681,681,701,1,finishing,1,0,6,0
142,34,72,36,31,64,25,1305,3035,1091,1091,939,0,finishing,0,0,0,1
181,39,77,65,31,64,58,1427,2905,2179,1427,1718,1,cutting,9,1,20,0
127,31,60,36,23,50,32,1141,1743,1290,1141,1071,0,cutting,0,0,-6,1
166,74,62,30,57,43,22,2939,1958,724,724,736,1,finishing,0,0,5,0
143,34,43,66,24,27,45,1150,1089,1664,1089,1170,0,sewing,0,0,-3,0
126,35,36,55,34,27,50,1395,1071,1742,1071,1033,0,sewing,0,0,-6,1
120,66,34,20,65,32,20,3160,1234,716,716,723,1,finishing,9,1,4,0
154,78,48,28,54,28,27,2132,1257,855,855,793,0,finishing,0,0,-6,1
144,35,73,36,31,63,34,1393,2785,1439,1393,1458,1,cutting,10,1,16,0
135,43,69,23,30,43,18,1393,1948,775,775,787,1,finishing,4,1,19,1
121,41,28,52,30,28,46,1221,1271,1488,1221,1133,0,cutting,0,0,-4,1
122,24,55,43,20,43,37,877,1517,1628,877,1071,1,cutting,7,1,5,0
199,73,71,55,51,66,45,2107,3108,1639,1639,1964,1,finishing,0,0,5,0
171,28,79,64,19,49,47,954,1703,2033,954,955,1,cutting,1,1,18,1
152,24,66,62,19,42,45,926,1577,1579,926,838,0,cutting,0,0,2,1
162,31,80,51,22,79,48,966,3306,2089,966,1013,1,cutting,1,0,-2,0
167,77,25,65,69,22,48,2952,821,2061,821,983,1,sewing,4,0,-1,0
117,59,40,18,44,35,18,2097,1198,762,762,799,1,finishing,0,0,-2,0
102,38,48,16,37,42,12,1707,1525,496,496,582,1,finishing,10,1,13,0
176,73,83,20,67,67,15,3048,2621,536,536,589,1,finishing,0,0,-6,0
192,69,89,34,66,65,24,3330,2308,1022,1022,1118,1,finishing,7,1,5,0
123,46,27,50,39,18,44,1831,727,1595,727,856,1,sewing,0,0,2,0
182,80,54,48,75,39,41,3553,1654,1452,1452,1413,0,finishing,0,0,-4,1
157,62,27,68,52,16,55,2674,742,1747,742,697,0,sewing,0,0,3,1
131,47,68,16,36,52,14,1752,2164,450,450,480,1,finishing,6,1,6,0
146,79,52,15,72,46,15,3165,1996,604,604,528,0,finishing,0,0,2,1
171,40,68,63,29,48,46,1417,1899,1482,1417,1462,1,cutting,1,1,9,0
118,50,53,15,35,52,15,1581,2205,654,654,686,1,finishing,7,1,6,0
141,25,49,67,22,29,44,1127,1138,1356,1127,1100,0,cutting,0,0,4,1
161,58,34,69,50,20,58,2185,729,2287,729,674,0,sewing,0,0,1,1
193,61,77,55,46,49,46,1890,1857,1391,1391,1398,1,finishing,0,0,5,0
185,80,82,23,79,74,20,3744,3133,703,703,687,0,finishing,0,0,1,1
190,66,85,39,47,61,34,2246,2587,1412,1412,1273,0,finishing,0,0,2,1
140,63,58,19,50,40,15,2217,1409,479,479,537,1,finishing,0,0,0,0
159,26,84,49,19,79,31,776,3787,1352,776,826,1,cutting,4,1,11,0
219,72,90,57,60,62,51,2696,2605,1793,1793,1574,0,finishing,0,0,-5,1
173,77,62,34,61,55,22,2937,1999,851,851,818,0,finishing,0,0,-2,1
149,52,30,67,39,24,51,1637,833,1875,833,1013,1,sewing,3,1,19,0
177,62,90,25,48,58,16,2384,2490,690,690,805,1,finishing,0,0,-3,0
139,36,78,25,34,67,23,1665,2922,841,841,1028,1,finishing,4,1,20,0
137,31,65,41,21,49,33,966,1974,1355,966,991,1,cutting,7,1,7,0
194,49,86,59,35,76,53,1445,3015,2210,1445,1377,0,cutting,0,0,-1,1
132,68,25,39,64,17,26,3022,618,867,618,632,0,sewing,0,0,0,0
149,63,71,15,54,59,12,2760,2573,432,432,371,0,finishing,0,0,4,1
135,69,47,19,66,32,17,3032,1522,702,702,815,1,finishing,4,1,13,0
122,70,27,25,53,16,21,2606,757,847,757,726,0,sewing,0,0,0,1
170,66,57,47,55,54,34,2319,2293,1451,1451,1471,0,finishing,0,0,-5,0
150,38,69,43,36,58,43,1598,2629,1878,1598,1818,1,cutting,0,0,2,0
166,45,82,39,38,61,33,1853,2634,1002,1002,993,0,finishing,0,0,6,1
118,24,33,61,23,26,58,1045,1023,1870,1023,1067,1,sewing,3,1,8,0
136,40,50,46,39,31,46,1655,1281,1655,1281,1192,0,sewing,0,0,-3,1
133,43,31,59,34,18,59,1717,702,2650,702,715,1,sewing,1,1,9,0
148,37,47,64,36,38,52,1503,1389,1968,1389,1391,1,sewing,10,0,4,1
135,35,42,58,32,33,49,1587,1224,2161,1224,1275,1,sewing,0,0,0,0
108,30,58,20,26,39,18,1250,1834,588,588,663,1,finishing,0,0,3,0
123,34,53,36,31,50,35,1475,1771,1501,1475,1580,1,cutting,1,1,19,0
150,53,58,39,47,34,34,1996,1388,1366,1366,1495,1,finishing,2,1,20,0
174,72,34,68,53,34,59,2458,1234,1946,1234,1378,1,sewing,2,1,10,0
129,45,64,20,36,47,20,1422,2142,660,660,575,0,finishing,0,0,3,1
195,76,52,67,66,46,66,3289,1901,2215,1901,1973,0,sewing,0,0,3,0
140,37,44,59,35,29,47,1795,1307,1434,1307,1315,1,sewing,2,1,20,1
135,50,32,53,39,31,49,1485,1210,1642,1210,1227,1,sewing,3,1,17,1
113,46,32,35,45,31,31,2029,1397,1139,1139,1132,0,finishing,0,0,-4,1
176,28,88,60,24,84,49,1242,3906,1675,1242,1277,1,cutting,6,1,13,0
143,31,89,23,25,60,15,1234,2399,524,524,503,0,finishing,0,0,-6,1
132,22,44,66,19,37,62,783,1593,2075,783,842,1,cutting,2,1,14,0
90,24,51,15,21,40,12,807,1474,473,473,465,0,finishing,0,0,-5,1
134,38,63,33,34,53,30,1474,2237,1347,1347,1360,1,finishing,4,1,18,1
184,66,62,56,59,41,36,2349,1879,1611,1611,1987,1,finishing,2,1,9,0
165,65,38,62,49,28,42,1948,1189,1813,1189,1212,1,sewing,0,0,5,0
104,20,36,48,15,34,39,672,1253,1493,672,680,1,cutting,12,0,1,0
116,31,48,37,28,42,29,1166,2000,1114,1114,966,0,finishing,0,0,-4,1
139,75,29,35,56,26,23,2528,1166,921,921,959,1,finishing,7,0,-4,0
168,65,81,22,65,78,16,2527,3402,527,527,630,1,finishing,3,1,4,0
114,40,48,26,30,46,25,1522,1701,904,904,780,0,finishing,0,0,0,1
194,71,66,57,67,41,57,2830,1711,1833,1711,1907,1,sewing,10,1,10,0
136,40,64,32,34,41,27,1636,1659,1111,1111,1092,0,finishing,0,0,0,1
110,38,56,16,35,43,12,1754,1809,531,531,545,1,finishing,10,1,18,1
119,20,48,51,15,42,35,604,1622,1400,604,622,1,cutting,4,1,14,0
107,28,56,23,21,33,15,837,1290,614,614,651,1,finishing,0,0,-6,0
176,36,87,53,35,81,50,1576,3733,1828,1576,1873,1,cutting,11,1,9,0
128,35,75,18,24,51,11,1005,1949,482,482,498,1,finishing,2,1,15,0
146,73,45,28,69,29,18,3374,1247,585,585,724,1,finishing,2,0,1,0
154,37,90,27,25,66,17,1151,3160,531,531,610,1,finishing,0,0,0,0
128,23,44,61,18,29,45,723,1337,1973,723,818,1,cutting,0,0,-5,0
116,58,36,22,43,33,20,1696,1543,612,612,595,0,finishing,0,0,-4,1
191,66,68,57,62,64,51,3165,2353,2006,2006,2121,1,finishing,6,0,-6,0
153,62,47,44,52,44,31,2084,1979,1011,1011,862,0,finishing,0,0,2,1
193,63,75,55,60,49,45,3002,2061,1570,1570,1456,0,finishing,0,0,0,1
123,28,27,68,28,19,66,1395,910,2326,910,940,1,sewing,1,1,10,0
157,65,69,23,63,56,14,3078,2083,515,515,450,0,finishing,0,0,-1,1
170,55,66,49,49,51,40,2385,1827,1707,1707,1467,0,finishing,0,0,5,1
129,69,44,16,52,41,10,2283,1601,324,324,296,0,finishing,0,0,-6,1
105,30,32,43,22,25,40,1101,857,1336,857,759,0,sewing,0,0,4,1
154,80,38,36,66,30,36,2654,1389,1421,1389,1307,0,sewing,0,0,-2,1
