total_workers,cutting_workers,sewing_workers,finishing_workers,cutting_attendance,sewing_attendance,finishing_attendance,cutting_output,sewing_output,finishing_output,final_output,daily_target,target_completion_rate
132,39,48,45,34,40,36,858,858,674,674,1293,0.5213
134,40,60,34,40,59,33,1541,1541,936,936,834,1.1223
124,50,34,40,42,30,34,1429,874,751,751,815,0.9215
181,79,73,29,72,62,26,2439,1522,550,550,594,0.9259
101,47,25,29,42,21,26,1294,518,518,518,816,0.6348
170,52,77,41,52,74,40,1859,1859,1047,1047,966,1.0839
152,70,51,31,61,50,26,1845,1174,633,633,799,0.7922
152,72,31,49,60,29,44,1805,697,697,697,988,0.7055
125,55,54,16,53,53,15,1882,1486,332,332,313,1.0607
188,72,81,35,63,66,31,1924,1493,633,633,1023,0.6188
143,63,63,17,54,54,14,1410,1302,290,290,548,0.5292
130,39,48,43,31,39,35,999,995,817,817,1381,0.5916
154,60,61,33,58,61,32,2278,1786,721,721,667,1.081
105,41,31,33,38,27,29,1108,616,616,616,785,0.7847
126,51,45,30,44,35,23,1264,890,432,432,678,0.6372
90,30,44,16,26,37,14,718,718,263,263,441,0.5964
164,80,38,46,63,32,40,1914,752,752,752,1818,0.4136
140,27,72,41,21,61,36,623,623,623,623,1113,0.5597
174,39,85,50,35,72,49,1069,1069,1069,1069,1153,0.9271
107,37,25,45,31,22,43,1096,564,564,564,642,0.8785
77,27,35,15,22,30,13,733,733,340,340,384,0.8854
165,64,59,42,56,50,32,1847,1147,756,756,1185,0.638
157,65,44,48,63,42,47,2060,1317,1222,1222,1167,1.0471
147,37,80,30,28,69,27,907,907,585,585,1315,0.4449
162,42,82,38,33,67,30,923,923,733,733,1784,0.4109
152,71,31,50,62,31,49,1916,898,898,898,986,0.9108
113,59,32,22,51,27,19,1766,764,421,421,562,0.7491
98,41,40,17,33,39,16,1122,1093,417,417,523,0.7973
158,74,57,27,63,44,24,1831,923,601,601,1071,0.5612
140,52,55,33,52,52,32,1966,1428,776,776,675,1.1496
130,35,53,42,34,52,42,1226,1226,939,939,842,1.1152
171,67,70,34,58,62,30,2005,1851,719,719,737,0.9756
190,74,68,48,63,54,40,1865,1119,712,712,1205,0.5909
147,42,81,24,40,68,22,1241,1241,587,587,857,0.6849
147,68,35,44,60,30,40,2038,690,690,690,984,0.7012
84,26,36,22,20,30,18,545,545,420,420,772,0.544
140,53,62,25,52,60,24,2094,1606,737,737,708,1.041
191,65,81,45,51,68,35,1682,1682,820,820,1825,0.4493
138,80,39,19,68,32,17,1807,737,338,338,627,0.5391
144,47,60,37,42,57,35,1186,1186,789,789,958,0.8236
103,30,48,25,24,44,20,723,723,513,513,523,0.9809
137,47,53,37,36,41,30,1058,942,616,616,1269,0.4854
141,32,82,27,25,70,21,679,679,519,519,813,0.6384
166,64,72,30,62,69,30,1897,1897,723,723,655,1.1038
172,39,88,45,31,76,36,752,752,752,752,1554,0.4839
187,66,78,43,53,74,39,1720,1720,795,795,1165,0.6824
141,43,51,47,38,44,44,1240,1150,1072,1072,1168,0.9178
133,27,58,48,26,57,47,881,881,881,881,839,1.0501
116,24,60,32,19,50,26,472,472,471,471,770,0.6117
122,27,53,42,21,43,36,614,614,614,614,1149,0.5344
142,78,47,17,77,45,17,2658,1287,497,497,476,1.0441
126,24,83,19,24,70,17,845,845,340,340,432,0.787
117,57,31,29,50,28,28,1735,822,747,747,953,0.7838
144,39,55,50,36,49,40,1042,1042,869,869,1274,0.6821
125,26,84,15,22,72,13,775,775,340,340,522,0.6513
130,57,27,46,56,26,45,2099,721,721,721,651,1.1075
139,65,48,26,52,40,24,1748,1164,519,519,534,0.9719
153,34,78,41,33,75,40,1214,1214,964,964,954,1.0105
122,38,35,49,36,34,47,1323,984,984,984,941,1.0457
162,72,59,31,63,50,25,1801,1100,520,520,954,0.5451
153,55,62,36,46,52,32,1425,1329,643,643,1124,0.5721
162,62,68,32,53,61,29,1485,1359,729,729,765,0.9529
173,76,61,36,68,54,32,2011,1353,715,715,1491,0.4795
125,22,64,39,22,64,39,858,858,858,858,755,1.1364
163,65,79,19,63,74,19,1775,1775,416,416,550,0.7564
121,32,71,18,31,69,16,1006,1006,354,354,403,0.8784
156,77,38,41,64,33,34,1894,751,751,751,826,0.9092
175,68,58,49,57,56,40,1877,1274,810,810,1026,0.7895
114,56,32,26,54,32,25,1682,950,568,568,524,1.084
107,44,27,36,43,23,30,1336,547,547,547,812,0.6736
144,39,90,15,37,89,15,1365,1365,331,331,290,1.1414
146,55,71,20,54,71,19,2150,2150,514,514,463,1.1102
106,43,29,34,42,28,33,1509,818,818,818,718,1.1393
100,22,55,23,19,42,18,580,580,390,390,788,0.4949
119,30,72,17,25,64,15,702,702,413,413,540,0.7648
153,61,48,44,49,44,40,1512,1284,1086,1086,1170,0.9282
108,57,34,17,51,32,15,1690,905,304,304,326,0.9325
160,45,68,47,39,54,36,1251,1170,674,674,1679,0.4014
185,78,75,32,76,71,31,2549,2173,820,820,739,1.1096
152,52,54,46,43,46,40,1406,1256,836,836,850,0.9835
164,76,46,42,73,40,36,2111,1068,774,774,908,0.8524
163,42,88,33,40,87,33,1529,1529,831,831,792,1.0492
168,58,64,46,57,61,46,1784,1548,1075,1075,1059,1.0151
133,60,54,19,46,49,14,1436,1004,332,332,766,0.4334
159,74,43,42,72,42,40,2835,1084,967,967,928,1.042
116,49,29,38,49,27,31,1380,607,607,607,710,0.8549
192,77,71,44,63,65,39,2229,1515,1055,1055,1126,0.9369
112,20,61,31,18,56,25,534,534,534,534,716,0.7458
151,26,79,46,25,77,45,959,959,959,959,837,1.1458
88,21,30,37,20,30,36,602,602,602,602,529,1.138
121,41,49,31,36,45,30,1234,1124,835,835,963,0.8671
142,59,50,33,58,49,31,2174,1615,894,894,853,1.0481
102,20,39,43,16,36,39,551,551,551,551,565,0.9752
162,74,60,28,61,49,22,1791,1014,464,464,1020,0.4549
105,26,36,43,22,31,36,679,679,679,679,686,0.9898
185,60,77,48,53,67,48,1727,1727,1285,1285,1345,0.9554
141,62,63,16,61,57,16,2089,1341,326,326,377,0.8647
123,44,38,41,39,37,38,1149,900,869,869,958,0.9071
132,54,29,49,47,29,48,1543,825,825,825,1143,0.7218
142,60,42,40,59,41,38,2204,1307,1009,1009,889,1.135
171,49,89,33,41,72,33,1378,1378,671,671,1026,0.654
157,62,74,21,59,74,21,1784,1784,514,514,490,1.049
96,39,41,16,33,36,13,977,851,294,294,317,0.9274
84,37,28,19,30,25,14,846,617,244,244,509,0.4794
84,36,32,16,34,28,15,982,771,371,371,462,0.803
177,53,85,39,46,65,34,1381,1367,638,638,1341,0.4758
177,73,84,20,64,74,18,2289,1750,489,489,497,0.9839
114,25,61,28,19,54,24,520,520,460,460,1040,0.4423
110,32,58,20,27,52,18,689,689,386,386,891,0.4332
148,55,75,18,50,72,15,1762,1762,324,324,453,0.7152
152,72,43,37,67,37,34,1976,913,726,726,843,0.8612
160,64,71,25,54,70,24,1755,1755,568,568,648,0.8765
111,47,32,32,46,32,31,1448,936,742,742,712,1.0421
162,58,88,16,49,74,12,1351,1351,256,256,420,0.6095
128,69,30,29,67,29,29,2342,956,670,670,662,1.0121
193,58,85,50,49,64,44,1275,1275,793,793,1710,0.4637
168,51,90,27,49,90,26,1608,1608,603,603,585,1.0308
115,27,67,21,23,61,17,666,666,414,414,479,0.8643
147,70,41,36,66,37,34,2006,980,810,810,972,0.8333
63,22,25,16,21,22,16,714,648,362,362,369,0.981
142,66,61,15,60,52,13,1688,1372,315,315,391,0.8056
133,23,72,38,19,60,31,599,599,599,599,767,0.781
122,72,31,19,64,26,16,1870,622,288,288,537,0.5363
118,59,34,25,51,32,21,1668,869,428,428,599,0.7145
137,53,50,34,52,43,33,1699,1223,817,817,1202,0.6797
154,49,71,34,40,61,27,1315,1315,602,602,1014,0.5937
125,77,27,21,75,23,19,2560,620,423,423,439,0.9636
141,60,64,17,57,56,14,1878,1646,372,372,378,0.9841
177,55,73,49,53,70,47,1948,1948,1418,1418,1290,1.0992
124,31,55,38,28,53,33,947,947,892,892,997,0.8947
194,76,68,50,62,52,40,1978,1272,844,844,1527,0.5527
174,47,90,37,40,68,32,1191,1191,658,658,1570,0.4191
146,50,72,24,45,67,21,1437,1437,562,562,654,0.8593
139,36,82,21,35,79,20,1266,1266,453,453,440,1.0295
168,62,58,48,58,57,40,1714,1545,845,845,912,0.9265
133,43,43,47,39,41,46,1205,932,932,932,1240,0.7516
148,50,52,46,42,42,43,1372,1095,1095,1095,1506,0.7271
163,39,82,42,38,77,40,1210,1210,961,961,1175,0.8179
143,23,87,33,19,76,26,586,586,586,586,1459,0.4016
130,21,59,50,20,57,47,641,641,641,641,753,0.8513
135,48,47,40,41,41,34,1307,947,709,709,1293,0.5483
127,53,58,16,44,52,12,1311,1311,284,284,659,0.431
149,55,58,36,54,57,34,1832,1599,916,916,866,1.0577
149,57,57,35,50,48,31,1326,946,609,609,1106,0.5506
143,59,45,39,57,43,32,1639,1125,695,695,861,0.8072
140,64,55,21,64,46,18,2149,1224,399,399,597,0.6683
181,53,86,42,51,86,41,1847,1847,1153,1153,1116,1.0332
167,52,84,31,52,81,30,1767,1767,931,931,860,1.0826
145,45,65,35,35,52,30,931,931,579,579,1392,0.4159
145,37,72,36,31,58,28,807,807,573,573,961,0.5963
113,42,33,38,34,29,33,989,677,677,677,1075,0.6298
85,23,47,15,22,43,14,736,736,295,295,397,0.7431
129,60,26,43,58,26,42,1990,647,647,647,587,1.1022
99,29,55,15,26,49,12,666,666,251,251,507,0.4951
144,48,72,24,46,72,23,1822,1822,528,528,507,1.0414
105,22,38,45,19,30,36,608,608,608,608,1253,0.4852
121,46,25,50,40,21,48,1310,505,505,505,566,0.8922
159,64,67,28,53,64,27,1608,1456,562,562,606,0.9274
144,46,56,42,40,54,40,1120,1120,965,965,1288,0.7492
164,36,81,47,33,68,44,1008,1008,883,883,1077,0.8199
136,74,31,31,59,23,26,1523,501,501,501,1127,0.4445
155,54,84,17,46,65,14,1409,1397,296,296,482,0.6141
137,47,57,33,42,54,29,1230,1230,602,602,632,0.9525
181,70,66,45,54,59,39,1719,1579,859,859,1539,0.5582
70,26,27,17,25,27,17,929,765,394,394,365,1.0795
93,31,35,27,24,30,21,657,621,520,520,888,0.5856
135,40,48,47,38,40,43,1234,1029,1029,1029,1359,0.7572
132,45,50,37,39,40,29,1156,1029,659,659,1426,0.4621
164,78,64,22,77,61,21,2398,1681,513,513,507,1.0118
167,76,49,42,68,43,41,2416,1227,1075,1075,1296,0.8295
145,55,57,33,49,46,29,1252,965,653,653,1124,0.581
171,67,56,48,50,46,37,1227,999,642,642,1356,0.4735
99,29,38,32,23,33,27,611,611,583,583,962,0.606
88,24,35,29,20,28,23,603,603,443,443,836,0.5299
84,20,32,32,19,32,31,696,696,696,696,657,1.0594
157,43,80,34,38,61,27,1044,1044,587,587,1059,0.5543
149,80,32,37,69,27,32,2103,612,612,612,639,0.9577
137,30,67,40,28,64,36,908,908,794,794,933,0.851
153,32,85,36,26,75,32,739,739,729,729,760,0.9592
169,57,64,48,57,62,47,2198,1581,1099,1099,1082,1.0157
128,51,60,17,43,58,15,1363,1363,381,381,424,0.8986
133,24,74,35,22,71,34,732,732,732,732,779,0.9397
75,23,27,25,21,27,22,641,641,546,546,587,0.9302
114,36,39,39,32,32,34,1048,712,712,712,1035,0.6879
131,34,73,24,33,72,23,1039,1039,512,512,495,1.0343
173,54,81,38,54,79,33,1897,1897,760,760,781,0.9731
130,24,84,22,21,69,19,613,613,421,421,805,0.523
83,38,28,17,38,27,17,1471,873,423,423,401,1.0549
135,39,47,49,36,38,41,1183,950,950,950,1363,0.697
141,52,65,24,50,65,23,1545,1545,499,499,451,1.1064
132,28,60,44,27,51,41,828,828,828,828,1002,0.8263
128,26,84,18,20,75,14,607,607,344,344,756,0.455
128,43,67,18,41,66,17,1334,1334,388,388,380,1.0211
163,70,56,37,67,54,37,2122,1538,838,838,738,1.1355
82,32,28,22,30,27,21,983,836,499,499,436,1.1445
117,32,52,33,32,50,32,1139,1139,805,805,703,1.1451
109,52,34,23,41,29,20,1267,635,351,351,594,0.5909
113,26,65,22,22,58,17,679,679,329,329,657,0.5008
190,79,89,22,75,82,18,2549,2181,365,365,463,0.7883
126,57,38,31,56,33,29,1831,781,634,634,691,0.9175
104,24,34,46,21,27,37,577,577,577,577,1436,0.4018
114,22,49,43,18,48,42,506,506,506,506,695,0.7281
183,68,82,33,65,70,32,1925,1788,894,894,1249,0.7158
134,33,60,41,32,60,41,1183,1183,1048,1048,1024,1.0234
137,60,47,30,50,43,24,1414,1209,612,612,838,0.7303
133,24,61,48,23,49,43,822,822,822,822,868,0.947
147,47,54,46,40,42,36,1226,1136,931,931,1555,0.5987
137,52,54,31,41,44,26,1123,918,680,680,1228,0.5537
163,49,70,44,42,57,36,1208,1208,850,850,900,0.9444
137,60,59,18,57,51,18,1852,1478,390,390,523,0.7457
104,31,33,40,30,32,39,1181,799,799,799,701,1.1398
122,72,26,24,63,22,20,2212,552,458,458,530,0.8642
149,39,89,21,32,80,20,1111,1111,483,483,565,0.8549
163,64,80,19,53,79,16,1764,1764,423,423,467,0.9058
110,52,26,32,50,26,32,1912,785,785,785,703,1.1166
176,56,75,45,51,60,39,1762,1323,895,895,969,0.9236
114,51,39,24,51,38,23,1656,952,690,690,631,1.0935
180,73,61,46,55,49,38,1729,1280,813,813,1627,0.4997
186,70,89,27,54,76,24,1388,1388,422,422,1044,0.4042
148,34,89,25,33,85,25,1160,1160,639,639,835,0.7653
114,41,54,19,33,44,17,1078,1002,367,367,376,0.9761
145,49,75,21,44,64,16,1203,1203,324,324,626,0.5176
137,56,37,44,45,31,40,1366,781,781,781,1385,0.5639
144,28,89,27,27,86,27,917,917,620,620,566,1.0954
85,21,41,23,17,33,22,486,486,486,486,513,0.9474
136,67,41,28,67,39,27,2531,1150,615,615,575,1.0696
112,26,51,35,25,50,35,920,920,920,920,907,1.0143
94,31,37,26,27,36,23,827,794,470,470,535,0.8785
96,29,48,19,24,46,18,731,731,467,467,648,0.7207
143,63,42,38,60,35,32,1713,942,687,687,761,0.9028
114,38,46,30,36,44,29,1337,1288,737,737,644,1.1444
186,76,82,28,69,75,26,2208,2178,632,632,673,0.9391
156,44,84,28,39,63,23,1036,1036,446,446,702,0.6353
119,45,28,46,36,23,40,1201,606,606,606,1174,0.5162
129,28,52,49,28,44,40,810,810,810,810,943,0.859
142,41,64,37,40,63,37,1323,1323,889,889,880,1.0102
90,29,46,15,26,40,12,933,933,245,245,358,0.6844
110,31,54,25,28,45,25,790,790,514,514,773,0.6649
129,73,34,22,61,29,22,1724,745,556,556,563,0.9876
121,59,41,21,57,33,19,1616,879,451,451,666,0.6772
135,68,29,38,55,26,33,1963,619,619,619,687,0.901
152,69,67,16,67,66,15,2743,2121,409,409,399,1.0251
136,75,36,25,62,31,24,2201,900,536,536,612,0.8758
149,62,39,48,59,39,46,2129,1224,1083,1083,1031,1.0504
92,25,29,38,25,28,36,892,697,697,697,610,1.1426
122,32,71,19,28,58,16,826,826,364,364,662,0.5498
161,38,81,42,30,63,32,804,804,795,795,1516,0.5244
141,61,59,21,60,56,21,2337,1509,489,489,480,1.0188
134,44,44,46,42,42,44,1488,1261,1051,1051,1006,1.0447
141,59,36,46,58,33,37,1815,792,792,792,1097,0.722
131,53,29,49,43,25,41,1281,620,620,620,1058,0.586
159,43,69,47,42,66,46,1299,1299,1299,1299,1195,1.087
161,70,70,21,57,67,18,1757,1713,461,461,644,0.7158
177,63,81,33,57,79,30,1670,1670,602,602,688,0.875
106,32,39,35,28,32,29,825,650,557,557,1195,0.4661
180,74,75,31,74,73,30,2097,2097,695,695,731,0.9508
155,50,76,29,45,74,25,1506,1506,563,563,753,0.7477
172,42,82,48,37,63,37,1156,1156,871,871,1568,0.5555
157,35,79,43,35,65,35,1199,1199,813,813,877,0.927
122,58,35,29,56,34,29,1845,845,742,742,683,1.0864
142,65,27,50,61,24,48,2144,648,648,648,656,0.9878
164,54,85,25,53,85,24,1834,1834,666,666,603,1.1045
143,64,29,50,54,29,47,1892,779,779,779,814,0.957
139,35,75,29,29,67,27,824,824,644,644,772,0.8342
133,55,57,21,48,55,17,1377,1377,463,463,501,0.9242
89,39,33,17,33,27,16,983,672,387,387,476,0.813
135,58,60,17,51,48,14,1655,1059,276,276,565,0.4885
133,42,54,37,38,46,30,1092,1050,599,599,1092,0.5485
149,41,90,18,39,82,17,1229,1229,459,459,512,0.8965
111,47,45,19,43,44,17,1363,1250,373,373,449,0.8307
85,34,30,21,27,24,16,776,601,336,336,552,0.6087
129,57,42,30,56,40,29,1855,1315,722,722,702,1.0285
141,50,76,15,49,73,15,1744,1716,367,367,340,1.0794
100,52,28,20,46,26,17,1312,668,413,413,480,0.8604
199,75,89,35,73,80,29,2572,2050,591,591,778,0.7596
157,54,69,34,52,61,30,1626,1543,713,713,794,0.898
113,34,32,47,33,32,40,986,922,922,922,984,0.937
146,52,79,15,50,78,15,2023,2023,473,473,413,1.1453
173,74,58,41,66,57,36,2267,1483,729,729,1099,0.6633
132,39,45,48,30,35,43,780,705,705,705,1321,0.5337
124,49,47,28,47,45,28,1609,1133,647,647,591,1.0948
199,76,90,33,76,88,32,2348,2348,815,815,738,1.1043
128,33,63,32,32,61,30,1093,1093,709,709,666,1.0646
119,45,30,44,40,26,43,1143,657,657,657,898,0.7316
115,38,44,33,31,43,29,952,952,589,589,728,0.8091
150,51,65,34,47,62,28,1681,1681,639,639,864,0.7396
109,45,35,29,45,35,28,1749,940,623,623,584,1.0668
124,62,30,32,61,30,31,1933,947,787,787,694,1.134
156,75,47,34,67,43,30,1910,1121,807,807,1027,0.7858
144,62,67,15,60,64,15,2221,1837,379,379,359,1.0557
163,44,80,39,44,79,38,1547,1547,1046,1046,1006,1.0398
144,30,88,26,26,78,21,860,860,577,577,827,0.6977
82,32,26,24,29,26,22,1025,686,497,497,655,0.7588
178,64,84,30,56,71,25,1605,1605,579,579,646,0.8963
175,77,78,20,68,73,19,1932,1932,431,431,447,0.9642
162,36,80,46,29,60,35,838,838,691,691,1245,0.555
144,62,53,29,61,53,29,2074,1442,831,831,748,1.111
126,32,48,46,29,47,39,933,933,933,933,1120,0.833
133,26,75,32,25,63,32,709,709,709,709,865,0.8197
127,50,49,28,46,48,23,1633,1436,584,584,704,0.8295
106,43,36,27,33,29,21,1007,741,544,544,1114,0.4883
152,44,86,22,38,83,19,1168,1168,423,423,518,0.8166
137,26,77,34,22,65,32,664,664,664,664,765,0.868
141,49,46,46,42,41,37,1393,1154,967,967,1338,0.7227
156,39,72,45,31,64,38,1039,1039,865,865,1191,0.7263
156,41,77,38,40,75,38,1509,1509,918,918,799,1.1489
164,55,80,29,53,78,28,1717,1717,755,755,693,1.0895
157,56,74,27,43,65,24,1295,1295,513,513,834,0.6151
159,52,75,32,42,73,29,1441,1441,632,632,726,0.8705
134,46,38,50,45,36,41,1468,880,880,880,909,0.9681
117,55,44,18,45,37,15,1578,868,359,359,397,0.9043
118,26,52,40,22,45,38,740,740,740,740,828,0.8937
108,28,33,47,25,32,38,879,861,824,824,911,0.9045
173,68,55,50,66,46,44,2091,1108,1108,1108,1215,0.9119
136,26,71,39,22,63,32,657,657,657,657,1311,0.5011
154,49,71,34,45,62,28,1589,1525,683,683,709,0.9633
148,42,86,20,34,83,19,1049,1049,436,436,480,0.9083
154,43,66,45,41,65,44,1566,1566,991,991,875,1.1326
128,43,55,30,41,52,29,1303,1303,671,671,660,1.0167
124,39,51,34,35,42,28,1247,980,610,610,707,0.8628
139,63,31,45,57,26,43,1880,768,768,768,798,0.9624
144,60,47,37,58,46,36,1771,1255,890,890,1129,0.7883
177,53,90,34,51,87,32,1681,1681,807,807,746,1.0818
151,42,76,33,34,61,33,1107,1107,724,724,912,0.7939
157,74,49,34,74,44,29,2164,1141,807,807,1184,0.6816
155,32,73,50,27,65,43,787,787,787,787,1382,0.5695
119,34,64,21,30,55,18,979,979,439,439,828,0.5302
135,54,36,45,52,35,37,1777,961,853,853,1211,0.7044
185,76,75,34,69,66,33,1961,1625,796,796,1047,0.7603
174,76,61,37,74,60,36,2642,1852,902,902,839,1.0751
101,29,43,29,22,38,25,707,707,463,463,783,0.5913
155,80,51,24,78,50,23,2805,1409,670,670,628,1.0669
113,44,27,42,43,26,41,1463,693,693,693,617,1.1232
74,24,25,25,23,23,20,791,658,406,406,517,0.7853
158,32,83,43,32,78,43,977,977,977,977,1223,0.7989
161,39,86,36,33,70,31,944,944,853,853,1051,0.8116
154,71,56,27,68,54,27,2283,1524,671,671,655,1.0244
130,61,41,28,54,41,24,1901,1189,561,561,771,0.7276
117,43,30,44,43,26,39,1263,605,605,605,807,0.7497
190,74,74,42,66,73,37,2231,1780,776,776,844,0.9194
85,23,33,29,22,30,24,736,736,538,538,744,0.7231
192,67,86,39,63,85,35,2231,2231,914,914,976,0.9365
149,68,34,47,54,30,36,1810,807,807,807,1776,0.4544
154,59,77,18,58,74,17,1932,1860,443,443,396,1.1187
122,52,53,17,45,43,15,1614,1095,418,418,505,0.8277
147,61,61,25,50,49,24,1407,1375,507,507,771,0.6576
136,37,69,30,33,59,30,950,950,684,684,734,0.9319
126,43,56,27,42,54,26,1347,1347,679,679,604,1.1242
150,31,87,32,28,85,31,847,847,651,651,761,0.8555
136,30,69,37,29,62,34,815,815,815,815,1133,0.7193
100,25,50,25,22,44,21,568,568,430,430,1054,0.408
120,77,27,16,77,24,13,2628,572,352,352,420,0.8381
137,72,29,36,70,26,30,2005,618,618,618,741,0.834
110,27,52,31,26,51,31,877,877,768,768,706,1.0878
148,54,77,17,49,70,14,1628,1568,375,375,527,0.7116
152,58,68,26,56,66,25,2152,1763,660,660,602,1.0963
129,77,37,15,71,32,13,2321,745,348,348,434,0.8018
146,66,57,23,58,47,18,1711,1187,422,422,785,0.5376
150,46,66,38,44,62,34,1447,1447,887,887,974,0.9107
136,49,47,40,44,38,34,1421,978,646,646,1474,0.4383
143,50,44,49,50,43,48,1755,1386,1092,1092,1066,1.0244
173,52,74,47,41,66,36,1194,1194,671,671,1481,0.4531
200,64,87,49,63,86,48,2062,2062,1145,1145,1018,1.1248
146,61,47,38,48,40,33,1395,873,669,669,1067,0.627
161,41,74,46,40,70,45,1470,1470,1169,1169,1051,1.1123
155,79,44,32,74,37,29,2504,1088,709,709,732,0.9686
129,27,54,48,26,54,48,1016,1016,1016,1016,896,1.1339
128,52,29,47,42,24,38,1335,697,697,697,813,0.8573
141,42,54,45,38,48,37,1246,1104,790,790,880,0.8977
135,49,70,16,41,58,14,1267,1267,295,295,327,0.9021
136,42,44,50,38,38,47,1238,958,958,958,1073,0.8928
175,73,74,28,64,70,23,2197,1752,464,464,524,0.8855
166,65,63,38,64,63,37,2235,1681,986,986,1059,0.9311
177,74,61,42,72,60,40,2502,1936,976,976,919,1.062
134,28,80,26,25,71,23,780,780,586,586,1076,0.5446
173,76,63,34,69,58,33,2093,1479,866,866,1083,0.7996
150,49,80,21,44,72,17,1487,1487,468,468,716,0.6536
153,56,70,27,47,55,22,1491,1365,430,430,886,0.4853
129,69,43,17,56,34,15,1643,702,285,285,656,0.4345
100,40,28,32,35,27,28,1212,599,599,599,730,0.8205
158,76,56,26,75,55,26,2856,1447,795,795,732,1.0861
140,66,37,37,57,33,30,1914,985,786,786,843,0.9324
187,80,65,42,77,64,41,2342,1557,944,944,862,1.0951
174,53,84,37,47,84,31,1388,1388,799,799,905,0.8829
112,26,65,21,25,62,20,797,797,506,506,467,1.0835
154,70,47,37,69,46,37,2361,1370,1014,1014,946,1.0719
158,80,37,41,78,36,40,2482,951,875,875,907,0.9647
110,53,26,31,46,23,29,1539,652,652,652,732,0.8907
160,80,65,15,79,65,15,2530,1734,365,365,340,1.0735
136,32,65,39,26,63,34,739,739,739,739,825,0.8958
119,46,49,24,42,44,22,1470,1274,595,595,870,0.6839
140,72,50,18,71,49,18,2467,1474,529,529,511,1.0352
172,70,81,21,61,76,19,2038,1819,409,409,593,0.6897
140,52,64,24,50,64,24,1840,1840,747,747,683,1.0937
127,62,35,30,48,26,24,1320,543,543,543,910,0.5967
102,20,66,16,19,57,15,552,552,362,362,489,0.7403
113,51,41,21,45,36,19,1388,804,392,392,785,0.4994
70,25,29,16,21,27,14,747,733,299,299,370,0.8081
122,53,37,32,44,36,26,1335,862,641,641,878,0.7301
163,67,49,47,53,37,41,1617,823,799,799,1959,0.4079
136,46,40,50,40,34,41,1024,797,797,797,1575,0.506
169,47,86,36,39,70,31,1334,1334,702,702,739,0.9499
158,73,56,29,59,55,24,1849,1471,671,671,785,0.8548
138,66,42,30,62,34,27,2148,981,703,703,768,0.9154
159,58,64,37,58,61,36,2234,1649,861,861,825,1.0436
114,29,56,29,28,45,29,984,984,794,794,1097,0.7238
167,68,75,24,55,67,21,1639,1315,438,438,735,0.5959
111,58,30,23,51,27,17,1459,582,372,372,606,0.6139
116,51,26,39,49,26,39,1691,702,702,702,616,1.1396
132,45,54,33,39,48,28,1142,1142,665,665,718,0.9262
125,34,49,42,28,44,36,940,940,848,848,964,0.8797
125,65,33,27,62,32,26,2256,938,630,630,602,1.0465
115,30,53,32,30,45,29,919,919,777,777,820,0.9476
139,66,45,28,54,38,21,1369,868,446,446,925,0.4822
89,31,40,18,30,38,17,1068,1027,414,414,399,1.0376
131,56,25,50,54,20,50,1557,556,556,556,754,0.7374
171,55,89,27,47,80,24,1493,1493,499,499,549,0.9089
144,76,52,16,74,49,13,2606,1310,301,301,327,0.9205
149,54,60,35,46,49,29,1370,1197,703,703,1290,0.545
116,32,41,43,28,41,42,933,933,933,933,1422,0.6561
119,64,26,29,54,25,26,1786,568,568,568,612,0.9281
97,26,40,31,25,40,30,876,876,731,731,700,1.0443
160,49,86,25,38,76,22,1094,1094,483,483,927,0.521
145,32,73,40,28,65,33,736,736,621,621,1341,0.4631
150,45,58,47,42,49,43,1511,1124,951,951,1004,0.9472
110,54,39,17,44,35,14,1571,929,281,281,293,0.959
193,65,89,39,63,88,38,2262,2254,834,834,805,1.036
93,27,35,31,26,35,29,871,871,673,673,815,0.8258
126,77,34,15,76,33,15,2883,962,443,443,392,1.1301
144,78,50,16,76,49,16,2629,1490,458,458,403,1.1365
124,50,56,18,50,50,15,1406,1171,357,357,398,0.897
119,29,58,32,27,48,26,802,802,590,590,839,0.7032
124,27,65,32,24,63,26,745,745,563,563,738,0.7629
195,56,89,50,48,81,41,1422,1422,1000,1000,1103,0.9066
93,23,34,36,19,32,34,646,646,646,646,931,0.6939
129,46,54,29,46,52,28,1572,1425,645,645,580,1.1121
131,70,43,18,70,35,18,2506,959,417,417,546,0.7637
167,51,71,45,42,64,35,1234,1234,760,760,1453,0.5231
122,61,45,16,58,43,15,1938,1048,431,431,423,1.0189
90,23,29,38,19,29,35,632,632,632,632,754,0.8382
111,45,34,32,44,34,32,1317,867,867,867,829,1.0458
181,71,63,47,69,59,42,2234,1633,1035,1035,1369,0.756
151,43,62,46,42,60,45,1565,1565,1207,1207,1164,1.0369
138,42,72,24,41,65,19,1389,1389,515,515,707,0.7284
147,36,75,36,30,71,30,912,912,631,631,700,0.9014
133,78,34,21,64,31,18,2105,816,426,426,604,0.7053
102,49,36,17,48,35,16,1620,1012,472,472,425,1.1106
93,20,35,38,20,35,36,679,679,679,679,609,1.1149
148,48,55,45,45,52,37,1262,1262,931,931,1193,0.7804
157,64,78,15,48,59,13,1503,1401,303,303,712,0.4256
152,67,39,46,60,34,41,1771,739,739,739,1399,0.5282
179,52,83,44,51,81,43,1757,1757,1270,1270,1225,1.0367
141,43,61,37,41,59,31,1287,1287,653,653,883,0.7395
160,48,90,22,39,85,18,1136,1136,414,414,445,0.9303
159,52,88,19,42,73,16,1223,1223,354,354,528,0.6705
